구,업종명,사업장명,인허가일자,영업상태,폐업일자,휴업시작일자,휴업종료일자,재개업일자,소재지면적,소재지지번주소,소재지도로명주소,데이터기준일자
중원구,제과점영업,행복한빵집,2017-07-07,폐업,2020-10-27,-,-,-,25.92,"경기도 성남시 중원구 상대원동 2985-1 상대원프라자, 1층 101호,103호","경기도 성남시 중원구 희망로344번길 6, 1층 101,103호 (상대원동, 상대원프라자)",2021-03-31
분당구,제과점영업,순쌀빵플러스,2017-07-14,폐업,2019-07-22,-,-,-,43.5,경기도 성남시 분당구 구미동 174번지 농수산물종합유통센터 1층 일부,"경기도 성남시 분당구 성남대로43번길 11 (구미동, 농수산물종합유통센터 1층 일부)",2021-03-31
수정구,제과점영업,파트로,2016-10-06,폐업,2017-06-26,-,-,-,36.55,경기도 성남시 수정구 창곡동 509-3번지 위례아이스 센트럴타워 1층 135호,"경기도 성남시 수정구 위례광장로 320, 1층 135호 (창곡동, 위례아이스 센트럴타워)",2021-03-31
분당구,제과점영업,브레들리,2016-10-07,폐업,2019-12-02,-,-,-,38.16,경기도 성남시 분당구 백현동 550번지 자유퍼스트프라자2 1층 108호,"경기도 성남시 분당구 동판교로 61, 1층 108호 (백현동, 자유퍼스트프라자2)",2021-03-31
분당구,제과점영업,빵선생1,2017-05-24,폐업,2018-02-01,-,-,-,59.99,경기도 성남시 분당구 야탑동 357-1번지 지하1층 일부,"경기도 성남시 분당구 야탑로81번길 11 (야탑동, 지하1층 일부)",2021-03-31
분당구,제과점영업,빵선생2,2017-05-24,폐업,2018-02-01,-,-,-,4.09,경기도 성남시 분당구 야탑동 357-1번지 지하1층 일부,"경기도 성남시 분당구 야탑로81번길 11 (야탑동, 지하1층 일부)",2021-03-31
중원구,제과점영업,빈스('s)베이커리,2017-02-21,폐업,2019-01-11,-,-,-,19.88,경기도 성남시 중원구 금광동 3171번지 1층 104호,"경기도 성남시 중원구 광명로347번길 10, 1층 104호 (금광동)",2021-03-31
분당구,제과점영업,유니쉐프베이커리,2017-02-28,폐업,2018-03-12,-,-,-,9.2,경기도 성남시 분당구 수내동 14번지 롯데백화점 지하1층 일부,"경기도 성남시 분당구 황새울로200번길 45 (수내동, 롯데백화점 지하1층 일부)",2021-03-31
수정구,제과점영업,온유,2017-03-09,폐업,2017-06-19,-,-,-,17.23,경기도 성남시 수정구 창곡동 559번지 올스타마트 1층,"경기도 성남시 수정구 위례서일로 2, 1층 (창곡동, 올스타마트)",2021-03-31
중원구,제과점영업,스위트박스(SWEET BOX),2017-03-13,폐업,2017-12-06,-,-,-,71.64,경기도 성남시 중원구 은행동 1631번지 외 1필지 1층,"경기도 성남시 중원구 산성대로 500-1, 1층 (은행동)",2021-03-31
분당구,제과점영업,바른베이커리,2017-06-21,폐업,2017-10-11,-,-,-,52.5,경기도 성남시 분당구 수내동 29번지 양지마을 주상복합상가 603동 지하1층 B01호,"경기도 성남시 분당구 내정로173번길 11 (수내동, 양지마을 주상복합상가 603동 지하1층 B01호)",2021-03-31
분당구,제과점영업,자연드림 미금역점,2017-03-30,폐업,2017-05-16,-,-,-,58.1,"경기도 성남시 분당구 금곡동 202번지 분당하우스토리105호, 106호, 107호, 108호","경기도 성남시 분당구 정자일로 15 (금곡동, 분당하우스토리105호, 106호, 107호, 108호)",2021-03-31
분당구,제과점영업,앙트레,2017-03-31,폐업,2020-08-10,-,-,-,16,경기도 성남시 분당구 서현동 263 AK플라자 분당점 지하1층일부,"경기도 성남시 분당구 황새울로360번길 42, 지하1층 (서현동, AK플라자 분당점)",2021-03-31
분당구,제과점영업,팥고당,2017-04-04,폐업,2019-05-07,-,-,-,5.28,경기도 성남시 분당구 서현동 263번지 AK플라자 지하1층 일부,"경기도 성남시 분당구 황새울로360번길 42 (서현동, AK플라자 지하1층 일부)",2021-03-31
중원구,제과점영업,행복한빵집,2017-04-17,폐업,2017-06-28,-,-,-,25.92,"경기도 성남시 중원구 상대원동 2985-1번지 상대원프라자, 1층, 101호,103호","경기도 성남시 중원구 희망로344번길 6, 1층 101,103호 (상대원동, 상대원프라자)",2021-03-31
수정구,제과점영업,빵이밥,2018-03-26,폐업,2019-01-03,-,-,-,38.55,경기도 성남시 수정구 태평동 3689번지 지하1층 일부호,"경기도 성남시 수정구 수정로111번길 6-5, 지하1층 일부호 (태평동)",2021-03-31
중원구,제과점영업,빵사부식빵공방 단대오거리역점,2018-05-14,폐업,2018-07-20,-,-,-,42.12,경기도 성남시 중원구 중앙동 54번지 1층일부,"경기도 성남시 중원구 산성대로 356, 일부1층 (중앙동)",2021-03-31
분당구,제과점영업,고메치즈스(현대백화점 판교점),2018-08-10,폐업,2018-10-15,-,-,-,5.5,경기도 성남시 분당구 백현동 541번지 현대백화점 판교점 지하1층 일부,"경기도 성남시 분당구 판교역로146번길 20, 현대백화점 판교점 지하1(일부)층 (백현동)",2021-03-31
중원구,제과점영업,케이크만들기 단하나,2010-11-23,폐업,2016-05-20,-,-,-,58.31,경기도 성남시 중원구 중앙동 1205번지,"경기도 성남시 중원구 산성대로 246, 2층 (중앙동)",2021-03-31
분당구,제과점영업,에센브로베이커리,2016-05-17,폐업,2020-04-14,-,-,-,57.4,경기도 성남시 분당구 금곡동 133-1번지 1층 101-1호 일부,"경기도 성남시 분당구 미금로 232 (금곡동, 1층 101-1호 일부)",2021-03-31
수정구,제과점영업,블랑제 베이커리,2016-05-31,폐업,2021-03-04,-,-,-,29.02,경기도 성남시 수정구 수진동 4551 1층,"경기도 성남시 수정구 성남대로 1223, 1층 (수진동)",2021-03-31
분당구,제과점영업,라벨르마망,2016-05-31,폐업,2016-06-22,-,-,-,,경기도 성남시 분당구 백현동 541번지 현대백화점 판교복합물 지하1층 일부,"경기도 성남시 분당구 판교역로146번길 20 (백현동, 현대백화점 판교복합물 지하1층 일부)",2021-03-31
중원구,제과점영업,통통베이커리,2016-06-20,폐업,2018-10-10,-,-,-,27.28,경기도 성남시 중원구 상대원동 2980-30번지 1층,"경기도 성남시 중원구 희망로344번길 5-5, 1층 (상대원동)",2021-03-31
분당구,제과점영업,엉클테츠,2016-07-11,폐업,2017-08-07,-,-,-,17.3,경기도 성남시 분당구 백현동 541번지 현대백화점 판교복합물 지하1층 일부,"경기도 성남시 분당구 판교역로146번길 20 (백현동, 현대백화점 판교복합물 지하1층 일부)",2021-03-31
분당구,제과점영업,마나비 브레드앤타르트,2016-07-29,폐업,2020-11-11,-,-,-,4.1,경기도 성남시 분당구 백현동 541 현대백화점 판교복합물 지하1층 일부,"경기도 성남시 분당구 판교역로146번길 20 (백현동, 현대백화점 판교복합물 지하1층 일부)",2021-03-31
분당구,제과점영업,빠뜨아슈,2016-02-05,폐업,2016-02-15,-,-,-,,경기도 성남시 분당구 백현동 541번지 현대백화점 지하1층 일부,"경기도 성남시 분당구 판교역로146번길 20 (백현동, 현대백화점 지하1층 일부)",2021-03-31
수정구,제과점영업,아트 나인(ART 9),2016-02-19,폐업,2016-08-18,-,-,-,92.8,경기도 성남시 수정구 창곡동 513-7번지 2층 204호,"경기도 성남시 수정구 위례동로 135-6, 2층 204호 (창곡동)",2021-03-31
분당구,제과점영업,에스피씨(SPC)삼립 빚은 분당야탑역점,2016-02-23,폐업,2020-09-29,-,-,-,26.66,"경기도 성남시 분당구 야탑동 360-6 분당METRO 1층 104호 일부, 105호","경기도 성남시 분당구 성남대로 926 (야탑동, 분당METRO 1층 104호 일부, 105호)",2021-03-31
분당구,제과점영업,브레드팩토리망캄,2016-02-26,폐업,2017-05-24,-,-,-,130.38,경기도 성남시 분당구 서현동 297번지 효자촌주상가 228동 지하1층 B-1호,"경기도 성남시 분당구 돌마로486번길 12, 228동 지하1층 B-1호 (서현동, 효자촌주상가)",2021-03-31
분당구,제과점영업,코너(Corner)115,2016-03-03,폐업,2017-03-02,-,-,-,26.6,경기도 성남시 분당구 삼평동 679번지 삼환하이펙스 B동 지하1층 B-115호,"경기도 성남시 분당구 판교역로 230, B동 지하1층 B-115호 (삼평동, 삼환하이펙스)",2021-03-31
분당구,제과점영업,치짜이시앙팡,2010-10-07,폐업,2015-07-31,-,-,-,12.19,경기도 성남시 분당구 수내동 14번지 롯데백화점 지하1층 일부(식품매장내),"경기도 성남시 분당구 황새울로200번길 45 (수내동, 롯데백화점 지하1층 일부(식품매장내))",2021-03-31
분당구,제과점영업,뚜레쥬르 판교산운점,2010-10-20,폐업,2012-08-06,-,-,-,53.42,경기도 성남시 분당구 운중동 946번지 골드클래스 1층 102호,,2021-03-31
분당구,제과점영업,미메종,2010-10-20,폐업,2011-09-16,-,-,-,28.62,경기도 성남시 분당구 구미동 174번지 농수산물종합유통센터 1층 일부,,2021-03-31
분당구,제과점영업,로하디,2010-11-01,폐업,2012-11-28,-,-,-,166.38,경기도 성남시 분당구 서현동 263번지 AK플라자 지하1층 식품매장내 일부,,2021-03-31
중원구,제과점영업,베이커리 굼터,2010-11-01,폐업,2019-04-01,-,-,-,18.48,경기도 성남시 중원구 상대원동 2999-17번지 (1층),"경기도 성남시 중원구 금상로 9, 1층 (상대원동)",2021-03-31
분당구,제과점영업,파리바게뜨(분당파크타운점),2010-11-08,폐업,2015-02-26,-,-,-,133.37,"경기도 성남시 분당구 수내동 58-2번지 상지상가빌딩 1층104호, 2층204,205호","경기도 성남시 분당구 내정로 172 (수내동, 상지상가빌딩 1층104호, 2층204,205호 )",2021-03-31
분당구,제과점영업,엔젤베이커리,2010-11-22,폐업,2015-09-25,-,-,-,28.56,경기도 성남시 분당구 금곡동 161번지 지하1층 A-27호일부,"경기도 성남시 분당구 성남대로 165 (금곡동, 지하1층 A-27호일부)",2021-03-31
분당구,제과점영업,더밀슬로우브레드,2016-01-11,폐업,2017-02-14,-,-,-,34.34,경기도 성남시 분당구 서현동 89번지 서현파크플라자 1층 159호일부,"경기도 성남시 분당구 중앙공원로31번길 42 (서현동, 서현파크플라자 1층 159호일부)",2021-03-31
분당구,제과점영업,아티장베이커스레볼루션,2016-01-11,폐업,2016-07-11,-,-,-,11.5,경기도 성남시 분당구 백현동 541번지 현대백화점 판교복합물 지하1층 일부,"경기도 성남시 분당구 판교역로146번길 20 (백현동, 현대백화점 판교복합물 지하1층 일부)",2021-03-31
수정구,제과점영업,그린베이커리,2011-02-14,폐업,2012-07-24,-,-,-,22.92,경기도 성남시 수정구 태평동 3631번지 1층,,2021-03-31
수정구,제과점영업,에이플러스제과점,2011-02-18,폐업,2015-08-18,-,-,-,29.07,경기도 성남시 수정구 산성동 866번지 외2필지 1층,"경기도 성남시 수정구 수정로356번길 3 (산성동,외2필지 1층)",2021-03-31
분당구,제과점영업,파리바게뜨,2011-02-22,폐업,2017-01-19,-,-,-,101.99,경기도 성남시 분당구 백현동 565-4번지 1층 일부,"경기도 성남시 분당구 판교역로18번길 22 (백현동, 1층 일부)",2021-03-31
분당구,제과점영업,브레드68(Bread 68),2011-02-28,폐업,2016-12-02,-,-,-,48.83,경기도 성남시 분당구 운중동 941번지 골드플라자 1층 105호,"경기도 성남시 분당구 운중로 140 (운중동,골드플라자 1층 105호)",2021-03-31
분당구,제과점영업,이지바이,2011-02-28,폐업,2014-05-07,-,-,-,28.29,경기도 성남시 분당구 정자동 65-3번지 숲안조합상가 1층 105호,"경기도 성남시 분당구 느티로 69 (정자동, 숲안조합상가 1층 105호 )",2021-03-31
분당구,제과점영업,파리바게트 이매역점,2011-03-03,폐업,2015-12-07,-,-,-,112.49,경기도 성남시 분당구 이매동 91-1번지 미래 빌딩 1층 일부,"경기도 성남시 분당구 방아로 9 (이매동,미래 빌딩 1층 일부)",2021-03-31
분당구,제과점영업,수자스오븐,2011-03-04,폐업,2016-11-25,-,-,-,41.42,경기도 성남시 분당구 수내동 29번지 주상복합상가 603동 1층 136호,"경기도 성남시 분당구 내정로173번길 11 (수내동,주상복합상가 603동 1층 136호)",2021-03-31
분당구,제과점영업,(주)대흥식품,2011-03-08,폐업,2017-01-13,-,-,-,3.42,경기도 성남시 분당구 야탑동 341번지 홈플러스 3층 일부,"경기도 성남시 분당구 성남대로925번길 16 (야탑동, 홈플러스 3층 일부 )",2021-03-31
수정구,제과점영업,뚜레쥬르 위례신도시점 1호,2016-03-18,폐업,2016-11-28,-,-,-,49.45,경기도 성남시 수정구 창곡동 513-2,"경기도 성남시 수정구 위례동로 141, 1층 101호 (창곡동)",2021-03-31
수정구,제과점영업,뚜레쥬르 위례신도시점 2호,2016-03-18,폐업,2016-11-28,-,-,-,41.78,경기도 성남시 수정구 창곡동 513-2,"경기도 성남시 수정구 위례동로 141, 1층 109호 (창곡동)",2021-03-31
분당구,제과점영업,단팥소,2016-04-04,폐업,2019-11-11,-,-,-,49.84,경기도 성남시 분당구 정자동 13-1번지 동양정자파라곤 1층 3단지상가110호,"경기도 성남시 분당구 정자일로 230, 1층 3단지상가110호 (정자동, 동양정자파라곤)",2021-03-31
분당구,제과점영업,매드브라우니,2016-04-04,폐업,2017-08-07,-,-,-,7.4,경기도 성남시 분당구 백현동 541번지 현대백화점 판교복합물 지하1층 일부,"경기도 성남시 분당구 판교역로146번길 20 (백현동, 현대백화점 판교복합물 지하1층 일부)",2021-03-31
수정구,제과점영업,우리동네 빵집,2016-05-12,폐업,2018-05-04,-,-,-,36.31,경기도 성남시 수정구 신흥동 4513번지 1층 일부,"경기도 성남시 수정구 시민로 147, 1층 (신흥동)",2021-03-31
수정구,제과점영업,모닝벨베이커리신흥점,2002-01-03,폐업,2006-06-05,-,-,-,40.25,경기도 성남시 수정구 신흥동 2512번지 신흥역사내,,2021-03-31
수정구,제과점영업,모닝벨베어커리 단대오거리점,2002-01-03,폐업,2006-06-05,-,-,-,44.2,경기도 성남시 수정구 신흥동 2458번지 단대오거리역사내,,2021-03-31
수정구,제과점영업,모닝벨베이커리 수진점,2002-01-03,폐업,2006-06-05,-,-,-,38.61,경기도 성남시 수정구 수진동 2204번지 수진역사내,,2021-03-31
수정구,제과점영업,굿모닝베이커리,2002-02-04,폐업,2006-05-19,-,-,-,0,경기도 성남시 수정구 신흥동 1559번지 1층,,2021-03-31
분당구,제과점영업,성남농산물유통센터 베이커리,2002-03-07,폐업,2008-12-11,-,-,-,79.82,경기도 성남시 분당구 구미동 174번지 1층 하나로마트 내,,2021-03-31
분당구,제과점영업,뚜레쥬르오리역점,2002-03-14,폐업,2007-09-05,-,-,-,61.44,경기도 성남시 분당구 구미동 185-1번지 비즈파이코이아 1층102호,,2021-03-31
중원구,제과점영업,대원베이커리,2002-03-26,폐업,2007-07-06,-,-,-,25.5,경기도 성남시 중원구 상대원동 1978번지 (1층),,2021-03-31
수정구,제과점영업,동화속베이커리,2002-04-19,폐업,2006-06-20,-,-,-,19.14,경기도 성남시 수정구 신흥동 163번지 1층,,2021-03-31
분당구,제과점영업,케잌하우스엠마,2002-04-22,폐업,2009-10-06,-,-,-,67.2,경기도 성남시 분당구 금곡동 210번지 코오롱트리폴리스 2층210호,,2021-03-31
중원구,제과점영업,파리바게뜨 하대원점,2002-09-02,폐업,2010-06-21,-,-,-,44.23,경기도 성남시 중원구 하대원동 143-1번지 . 태연스카이빌 1층 105호,,2021-03-31
수정구,제과점영업,파리바게트,2002-09-16,폐업,2007-12-07,-,-,-,,경기도 성남시 수정구 복정동 686-3번지 1층,,2021-03-31
분당구,제과점영업,레삐도르 과자점,2002-10-01,폐업,2011-12-02,-,-,-,135.16,경기도 성남시 분당구 정자동 27번지 판테온리젠시 1층106호,,2021-03-31
분당구,제과점영업,신라명과제생병원점,2002-10-09,폐업,2010-04-30,-,-,-,34.81,경기도 성남시 분당구 서현동 258-2번지,,2021-03-31
중원구,제과점영업,띠아모과자점,2002-10-16,폐업,2007-03-12,-,-,-,24.15,경기도 성남시 중원구 금광동 4739번지 (1층),,2021-03-31
수정구,제과점영업,뚜레쥬르,2002-12-20,폐업,2014-08-04,-,-,-,59.74,경기도 성남시 수정구 신흥동 5541번지 1층,"경기도 성남시 수정구 수정로 154 (신흥동,1층)",2021-03-31
분당구,제과점영업,뚜레쥬르탑마을점,2002-05-13,폐업,2007-10-01,-,-,-,54.56,"경기도 성남시 분당구 야탑동 533-1번지 제일빌딩 1층1,2호",,2021-03-31
수정구,제과점영업,사랑방,2002-05-22,폐업,2009-05-14,-,-,-,,경기도 성남시 수정구 단대동 160-18번지 1층,,2021-03-31
수정구,제과점영업,최종문베이커리,2002-06-10,폐업,2018-08-27,-,-,-,17.02,경기도 성남시 수정구 태평동 3728번지 1층,"경기도 성남시 수정구 제일로 174 (태평동,1층)",2021-03-31
수정구,제과점영업,윈첼도너츠,2002-06-25,폐업,2007-09-03,-,-,-,,"경기도 성남시 수정구 신흥동 2467번지 외 10필지 중앙지하상가 마열 A동 2,3호",,2021-03-31
분당구,제과점영업,던킨도너츠,2002-08-07,폐업,2006-05-04,-,-,-,42.16,경기도 성남시 분당구 구미동 185-3번지 하나프라자 1층104호,,2021-03-31
분당구,제과점영업,맛있는베이커리,2002-08-20,폐업,2007-01-23,-,-,-,31.2,경기도 성남시 분당구 야탑동 518번지 탑마을8단지 근린상가1층107호,,2021-03-31
중원구,제과점영업,파리바게뜨 (성남펜테리움점),2011-01-21,폐업,2015-09-11,-,-,-,105.85,경기도 성남시 중원구 상대원동 333-7번지 금강펜테리움IT타워 지층 B122호,"경기도 성남시 중원구 갈마치로 215, 지층 B122호 (상대원동, 금강펜테리움IT타워)",2021-03-31
분당구,제과점영업,파리바게뜨 분당서현동점,2011-01-21,폐업,2021-02-03,-,-,-,111.81,"경기도 성남시 분당구 서현동 93 현대카스올림픽골프파크 1층 103호,104호,105호","경기도 성남시 분당구 중앙공원로40번길 4 (서현동,현대카스올림픽골프파크 1층 103호,104호,105호)",2021-03-31
수정구,제과점영업,박사베이커리,2011-01-27,폐업,2011-04-08,-,-,-,22.52,경기도 성남시 수정구 태평동 3679-5번지 1층,,2021-03-31
수정구,제과점영업,파리바게뜨 가천대점,2011-02-07,폐업,2019-02-13,-,-,-,61.59,경기도 성남시 수정구 복정동 620-2번지 외41필지 MEP동 지하3층,"경기도 성남시 수정구 성남대로 1342, MEP동 지하3층 (복정동)",2021-03-31
분당구,제과점영업,문영우과자점,1993-12-01,폐업,2006-04-07,-,-,-,33.92,경기도 성남시 분당구 서현동 305-5번지 한라쇼핑상가 103호,,2021-03-31
중원구,제과점영업,코코델리,1993-12-09,폐업,2008-07-03,-,-,-,34.92,경기도 성남시 중원구 중앙동 3081번지 (지층),,2021-03-31
중원구,제과점영업,브랑제리앙떼,1994-01-20,폐업,2014-07-17,-,-,-,38.69,경기도 성남시 중원구 금광동 4632번지 4633,경기도 성남시 중원구 자혜로8번길 4 (금광동),2021-03-31
분당구,제과점영업,빵굽는마을,1994-04-09,폐업,2007-10-25,-,-,-,27.2,경기도 성남시 분당구 이매동 132번지 건영분산상가103호,,2021-03-31
분당구,제과점영업,프랑세즈과자점,1994-06-02,폐업,2006-03-23,-,-,-,79.94,"경기도 성남시 분당구 수내동 32번지 양지마을602동상가2층226-1호, 1층170호",,2021-03-31
수정구,제과점영업,크리스탈제과,1994-06-11,폐업,2009-01-12,-,-,-,24.96,경기도 성남시 수정구 태평동 2333-7번지 1층,,2021-03-31
중원구,제과점영업,고려베이커리,1994-08-09,폐업,2012-05-08,-,-,-,28.8,경기도 성남시 중원구 은행동 2383번지,,2021-03-31
수정구,제과점영업,뚜레쥬르,1994-11-15,폐업,2009-07-24,-,-,-,39.37,경기도 성남시 수정구 산성동 850-2번지 1층,,2021-03-31
분당구,제과점영업,씨토론과자점,1994-12-20,폐업,2006-04-21,-,-,-,29.1,경기도 성남시 분당구 분당동 38번지 샛별마을우방상가,,2021-03-31
분당구,제과점영업,신라명과,1994-12-27,폐업,2009-09-08,-,-,-,90.8,경기도 성남시 분당구 이매동 99번지 이매촌상가A동104호,,2021-03-31
분당구,제과점영업,빚은(서판교원마을점),2011-05-06,폐업,2014-05-30,-,-,-,36.49,경기도 성남시 분당구 판교동 625번지 리버스토리 1층 110호,"경기도 성남시 분당구 운중로 242 (판교동,리버스토리 1층 110호)",2021-03-31
분당구,제과점영업,마이브레드,2011-05-11,폐업,2013-12-02,-,-,-,25.43,경기도 성남시 분당구 이매동 120-3번지 청학빌딩 지상1층 103호전체,"경기도 성남시 분당구 양현로94번길 11 (이매동, 청학빌딩 지상1층 103호전체)",2021-03-31
분당구,제과점영업,빵이 가득한 집,2011-05-16,폐업,2012-12-18,-,-,-,28.29,경기도 성남시 분당구 삼평동 728번지 붓들마을 가상가동 101호 전체,,2021-03-31
분당구,제과점영업,베들레헴,2016-08-04,폐업,2019-11-01,-,-,-,33.67,경기도 성남시 분당구 운중동 963번지 마크시티 옐로우 1층 106호,"경기도 성남시 분당구 운중로 129, 106호 (운중동, 마크시티 옐로우 1층)",2021-03-31
분당구,제과점영업,바이단델리온(BY DANDELION),2016-08-08,폐업,2017-03-27,-,-,-,19.58,"경기도 성남시 분당구 야탑동 201번지 매화마을 상가동 1층, 109호","경기도 성남시 분당구 매화로 92 (야탑동, 매화마을 상가동 1층, 109호)",2021-03-31
분당구,제과점영업,몽블랑제 분당오리점(홈플러스 계산대 1~2번 앞),2016-08-12,폐업,2018-10-16,-,-,-,1.44,경기도 성남시 분당구 구미동 159번지 월드쇼핑 지하1층 일부 홈플러스내,"경기도 성남시 분당구 탄천상로151번길 20 (구미동, 월드쇼핑 지하1층 일부 홈플러스내)",2021-03-31
분당구,제과점영업,몽블랑제 야탑점(3층 홈플러스 델리코너 행사장),2016-08-12,폐업,2019-09-11,-,-,-,2,경기도 성남시 분당구 야탑동 341번지 3층 홈플러스 내,"경기도 성남시 분당구 성남대로925번길 16 (야탑동, 3층 홈플러스 내)",2021-03-31
분당구,제과점영업,케이크달,2016-09-05,폐업,2020-09-21,-,-,-,21.17,경기도 성남시 분당구 수내동 90-12 1층 일부,"경기도 성남시 분당구 발이봉로11번길 5-1 (수내동, 1층 일부)",2021-03-31
분당구,제과점영업,블럭제빵소 수내점,2016-09-07,폐업,2019-10-16,-,-,-,28.23,경기도 성남시 분당구 수내동 33-1번지 크리스탈빌딩 1층 108호 일부,"경기도 성남시 분당구 내정로165번길 50 (수내동, 크리스탈빌딩 1층 108호 일부)",2021-03-31
중원구,제과점영업,앙토낭카렘과자점,1987-07-16,폐업,2007-05-16,-,-,-,16.12,경기도 성남시 중원구 은행동 550-4번지 은행주공아파트상가 105호,,2021-03-31
수정구,제과점영업,안데르센과자점,1988-02-20,폐업,2015-07-30,-,-,-,18.63,"경기도 성남시 수정구 신흥동 10번지 상가동, 신흥주공상가","경기도 성남시 수정구 수정로 289, 1층 (신흥동, 상가동, 신흥주공상가)",2021-03-31
중원구,제과점영업,궁전베이커리,1988-04-01,폐업,2007-08-06,-,-,-,26.4,경기도 성남시 중원구 상대원동 179번지,,2021-03-31
수정구,제과점영업,독일제과,1988-05-17,폐업,2005-09-01,-,-,-,32.2,경기도 성남시 수정구 태평동 3181-2번지,,2021-03-31
수정구,제과점영업,프랑스제과점,1988-05-31,폐업,2006-07-25,-,-,-,18.21,경기도 성남시 수정구 태평동 50-1번지,,2021-03-31
수정구,제과점영업,박정수베이커리,1989-10-23,폐업,2008-10-22,-,-,-,48.88,경기도 성남시 수정구 태평동 2606번지,,2021-03-31
중원구,제과점영업,피카츄베이커리,1989-12-11,폐업,2012-03-02,-,-,-,19.19,경기도 성남시 중원구 금광동 2877-3번지,,2021-03-31
수정구,제과점영업,아몬드제과,1990-08-21,폐업,2006-01-18,-,-,-,60.35,경기도 성남시 수정구 수진동 3993번지 1층,,2021-03-31
중원구,제과점영업,빠뜨르베베이커리,1990-10-24,폐업,2007-04-19,-,-,-,38.86,경기도 성남시 중원구 금광동 3666번지,,2021-03-31
수정구,제과점영업,이승호베이커하우스,1991-09-25,폐업,2009-05-08,-,-,-,30.58,경기도 성남시 수정구 신흥동 2859번지 1층,,2021-03-31
수정구,제과점영업,고려당시청점,1991-10-01,폐업,2008-03-24,-,-,-,46.02,경기도 성남시 수정구 신흥동 5493-1번지 1층,,2021-03-31
중원구,제과점영업,이승호 베이커리,1991-11-30,폐업,2016-10-12,-,-,-,30.51,경기도 성남시 중원구 은행동 663-103번지,경기도 성남시 중원구 산성대로582번길 10 (은행동),2021-03-31
중원구,제과점영업,빵만드는 큰고을,1991-11-30,폐업,2013-03-06,-,-,-,25.18,경기도 성남시 중원구 금광동 3116번지,,2021-03-31
분당구,제과점영업,로브분당현대점,1991-12-18,폐업,2012-05-21,-,-,-,48.44,경기도 성남시 분당구 서현동 94번지 현대근린상가 1층 147호 일부,,2021-03-31
중원구,제과점영업,근우베이커리,2015-08-13,폐업,2015-09-15,-,-,-,39.46,경기도 성남시 중원구 상대원동 2983-23번지 1층일부,"경기도 성남시 중원구 희망로344번길 12 (상대원동, 1층일부)",2021-03-31
분당구,제과점영업,브래드팩토리망캄,2015-08-13,폐업,2020-11-20,-,-,-,5.5,경기도 성남시 분당구 백현동 541 현대백화점 판교복합몰 지하1층 일부,"경기도 성남시 분당구 판교역로146번길 20 (백현동, 현대백화점 판교복합몰 지하1층 일부)",2021-03-31
분당구,제과점영업,도레도레현대판교점,2015-08-13,폐업,2017-08-01,-,-,-,60.8,경기도 성남시 분당구 백현동 541번지 현대백화점 판교복합몰 지하1층 일부,"경기도 성남시 분당구 판교역로146번길 20 (백현동, 현대백화점 판교복합몰 지하1층 일부)",2021-03-31
분당구,제과점영업,코쿤(cocoon),2015-08-13,폐업,2016-05-02,-,-,-,4.1,경기도 성남시 분당구 백현동 541번지 현대백화점 판교복합몰 지하1층 일부,"경기도 성남시 분당구 판교역로146번길 20 (백현동, 현대백화점 판교복합몰 지하1층 일부)",2021-03-31
분당구,제과점영업,나낭,2014-11-05,폐업,2019-03-13,-,-,-,23.2,경기도 성남시 분당구 판교동 622번지 판교원마을 상가동 1층 102호,"경기도 성남시 분당구 판교로 50, 102호 (판교동, 판교원마을 상가동 1층)",2021-03-31
수정구,제과점영업,빵드밀 주식회사,2018-06-05,폐업,2018-09-12,-,-,-,37.26,"경기도 성남시 수정구 신흥동 2463-5번지 세이브존, 지하1층 일부","경기도 성남시 수정구 산성대로 337, 세이브존 지하1(일부)층 (신흥동)",2021-03-31
분당구,제과점영업,더 브레드 블루,2018-07-02,폐업,2019-03-22,-,-,-,8.88,경기도 성남시 분당구 백현동 541번지 현대백화점 판교점 지하1층 일부,"경기도 성남시 분당구 판교역로146번길 20, 현대백화점 판교점 지하1(일부)층 (백현동)",2021-03-31
분당구,제과점영업,본아베띠,2011-07-11,폐업,2016-02-12,-,-,-,28.01,경기도 성남시 분당구 정자동 23-2번지 1층 일부,"경기도 성남시 분당구 정자일로 190 (정자동,1층 일부)",2021-03-31
분당구,제과점영업,케잌하우스시마,2011-07-15,폐업,2014-02-21,-,-,-,21.45,경기도 성남시 분당구 야탑동 502번지 야탑시장 1층 일부,"경기도 성남시 분당구 야탑로 64 (야탑동,야탑시장 1층 일부)",2021-03-31
수정구,제과점영업,뚜레쥬르 성남신흥점,2011-07-26,폐업,2016-12-26,-,-,-,62.05,경기도 성남시 수정구 신흥동 4223-2번지 1층,"경기도 성남시 수정구 산성대로 247, 1층 (신흥동)",2021-03-31
분당구,제과점영업,롯데호텔 팝업스토어,2015-06-24,폐업,2015-07-10,-,-,-,,경기도 성남시 분당구 수내동 14번지 롯데백화점 분당점 지하1층,"경기도 성남시 분당구 황새울로200번길 45, 지하 1층 (수내동, 롯데백화점 분당점)",2021-03-31
분당구,제과점영업,브로트하우스(Brot haus),2015-06-29,폐업,2018-05-02,-,-,-,26.27,경기도 성남시 분당구 이매동 132번지 아름마을 건영분산상가 1층 102호,"경기도 성남시 분당구 판교로 430, 1층 102호 (이매동, 아름마을 건영분산상가)",2021-03-31
