구,업종명,사업장명,인허가일자,영업상태,폐업일자,휴업시작일자,휴업종료일자,재개업일자,소재지면적,소재지지번주소,소재지도로명주소,데이터기준일자
분당구,제과점영업,뚜레쥬르,2018-09-21,영업중,-,-,-,-,160.2,경기도 성남시 분당구 판교동 593번지 더제이에스빌딩 1층일부,"경기도 성남시 분당구 운중로 249, 더제이에스빌딩 1층 101~104호 (판교동)",2021-03-31
중원구,제과점영업,뚜레쥬르 모란역점,2020-09-10,영업중,-,-,-,-,84.18,"경기도 성남시 중원구 성남동 3502 모란역 센트럴스퀘어 102,103호","경기도 성남시 중원구 성남대로 1132, 모란역 센트럴스퀘어 102,103호 (성남동)",2021-03-31
수정구,제과점영업,파리바게뜨서울공항점,2020-09-14,영업중,-,-,-,-,52.8,"경기도 성남시 수정구 심곡동 204 문화체육관, 2층 일부","경기도 성남시 수정구 대왕판교로 1210, 문화체육관 2층 일부호 (심곡동)",2021-03-31
중원구,제과점영업,래미안 제빵소,2020-09-14,영업중,-,-,-,-,,경기도 성남시 중원구 금광동 2500 래미안금광아파트 상가 B08호,"경기도 성남시 중원구 황송로 77, 상가동 B08호 (금광동, 래미안금광아파트)",2021-03-31
분당구,제과점영업,몽스베이커리,2020-10-15,영업중,-,-,-,-,51.43,경기도 성남시 분당구 정자동 229-1 1층 전체,"경기도 성남시 분당구 불곡남로13번길 10-1, 1층 전체호 (정자동)",2021-03-31
수정구,제과점영업,주식회사파네트리김영모,2020-10-20,영업중,-,-,-,-,497.15,"경기도 성남시 수정구 시흥동 81-2 1,2,3층","경기도 성남시 수정구 설개로14번길 23-1, 1,2,3층 (시흥동)",2021-03-31
수정구,제과점영업,주식회사파네트리김영모,2020-10-20,영업중,-,-,-,-,467.51,"경기도 성남시 수정구 시흥동 81-6 지하1,1,2,3층","경기도 성남시 수정구 설개로14번길 23, 지하1,1,2,3층 (시흥동)",2021-03-31
수정구,제과점영업,디스이즈잇(THISISIT),2020-10-13,영업중,-,-,-,-,110.22,경기도 성남시 수정구 창곡동 559-1 1층 일부,"경기도 성남시 수정구 위례서일로 6, 1층 일부호 (창곡동)",2021-03-31
분당구,제과점영업,롯데쇼핑(주)롯데슈퍼분당서현점,2020-11-02,영업중,-,-,-,-,10.75,경기도 성남시 분당구 서현동 94-3 우성종합상가 49동 지층2호일부,"경기도 성남시 분당구 중앙공원로40번길 42, 우성종합상가 49동 지층2호일부호 (서현동)",2021-03-31
분당구,제과점영업,던킨분당서현,2020-11-19,영업중,-,-,-,-,,경기도 성남시 분당구 서현동 247-5 광림프라자 1층 102호,"경기도 성남시 분당구 서현로210번길 17, 광림프라자 1층 102호 (서현동)",2021-03-31
분당구,제과점영업,에그홀릭,2021-02-18,영업중,-,-,-,-,16,경기도 성남시 분당구 구미동 11-4 지하2층 B201호 일부,"경기도 성남시 분당구 미금일로154번길 20, 지하2층 B201호 일부호 (구미동)",2021-03-31
수정구,제과점영업,베이커리카페 레몬트리,2021-03-10,영업중,-,-,-,-,80.5,경기도 성남시 수정구 태평동 3309 성남시의료원. 지하1층 일부,"경기도 성남시 수정구 수정로171번길 10, 성남시의료원 지하1층 (일부)호 (태평동)",2021-03-31
중원구,제과점영업,희소식양과자점,2021-03-04,영업중,-,-,-,-,56.57,경기도 성남시 중원구 하대원동 132-7,"경기도 성남시 중원구 둔촌대로293번길 3, 1층 일부호 (하대원동)",2021-03-31
분당구,제과점영업,케익프롬언아일랜드,2021-03-24,영업중,-,-,-,-,,"경기도 성남시 분당구 서현동 307 효자촌미래타운아파트 1층 1035,1086,1087호","경기도 성남시 분당구 불정로386번길 10, 1층 1035,1086,1087호 (서현동, 효자촌미래타운아파트)",2021-03-31
분당구,제과점영업,비로소봄,2021-02-26,영업중,-,-,-,-,,경기도 성남시 분당구 구미동 63 까치마을 근린상가동 2층 203호 일부,"경기도 성남시 분당구 미금일로 58, 근린상가동 2층 203호 일부호 (구미동, 까치마을)",2021-03-31
분당구,제과점영업,오즈미티엔다,2021-02-26,영업중,-,-,-,-,24.57,경기도 성남시 분당구 석운동 79-21 1층 일부,"경기도 성남시 분당구 석운로 38, 1층 일부호 (석운동)",2021-03-31
분당구,제과점영업,슈필플라츠(spielplatz),2018-10-29,영업중,-,-,-,-,96.12,경기도 성남시 분당구 백현동 582번지 582 CURVE 1층 전체,"경기도 성남시 분당구 판교역로10번길 10-6, 582 CURVE 1(전체)층 (백현동)",2021-03-31
중원구,제과점영업,도담도담식빵 성남모란점,2018-12-14,영업중,-,-,-,-,,경기도 성남시 중원구 성남동 3629번지 1층 일부,"경기도 성남시 중원구 제일로35번길 36, 일부 1층 (성남동)",2021-03-31
중원구,제과점영업,도담도담식빵 도촌점,2018-10-25,영업중,-,-,-,-,34.3,경기도 성남시 중원구 도촌동 557번지 1층 일부,"경기도 성남시 중원구 도촌로7번길 31, 일부 1층 (도촌동)",2021-03-31
분당구,제과점영업,자연드림 미금역점,2018-12-13,영업중,-,-,-,-,3.67,경기도 성남시 분당구 금곡동 202번지 분당하우스토리,"경기도 성남시 분당구 정자일로 15, 106호 일부호 (금곡동, 분당하우스토리)",2021-03-31
분당구,제과점영업,(주)파리크라상파리바게뜨 분당서울대점,2018-11-09,영업중,-,-,-,-,75,경기도 성남시 분당구 구미동 300번지 분당서울대학교병원 지하1층 일부,"경기도 성남시 분당구 구미로173번길 82, 분당서울대학교병원 지하1(일부)층 (구미동)",2021-03-31
분당구,제과점영업,멜루띠(melootti),2021-01-12,영업중,-,-,-,-,20.04,경기도 성남시 분당구 서현동 311 효자촌주상복합 604동 2층 232호,"경기도 성남시 분당구 불정로376번길 31, 604동 2층 232호 (서현동, 효자촌주상복합)",2021-03-31
분당구,제과점영업,레오베이크샵(LeOhBake-Shop),2020-11-27,영업중,-,-,-,-,18.85,경기도 성남시 분당구 야탑동 530 탑마을 분산상가동 1층 104호,"경기도 성남시 분당구 양현로 254, 분산상가동 1층 104호 (야탑동, 탑마을)",2021-03-31
분당구,제과점영업,벤(BEN),2020-12-03,영업중,-,-,-,-,24.64,경기도 성남시 분당구 판교동 613-1 1층 일부(103호),"경기도 성남시 분당구 운중로277번길 46-8, 1층 일부(103호)호 (판교동)",2021-03-31
수정구,제과점영업,파리바게뜨성남고등점,2020-11-24,영업중,-,-,-,-,83.43,"경기도 성남시 수정구 고등동 593-6 105,106","경기도 성남시 수정구 청계산로 689, 지엠프라자 105,106호 (고등동)",2021-03-31
분당구,제과점영업,화이트리에 롯데백화점수내점,2020-12-01,영업중,-,-,-,-,,경기도 성남시 분당구 수내동 14 롯데백화점 분당점 지하1층 일부,"경기도 성남시 분당구 황새울로200번길 45, 롯데백화점 분당점 지하1층 일부호 (수내동)",2021-03-31
분당구,제과점영업,노브레드,2021-01-15,영업중,-,-,-,-,33.95,경기도 성남시 분당구 판교동 635 판교원마을6단지아파트 상가동 지1층 B102호(일부),"경기도 성남시 분당구 판교원로 209, 상가동 지1층 B102호(일부)호 (판교동, 판교원마을6단지아파트)",2021-03-31
분당구,제과점영업,빠나데리아,1996-06-14,폐업,2007-12-21,-,-,-,38.01,경기도 성남시 분당구 구미동 112번지 하얀마을상가,,2021-03-31
수정구,제과점영업,파리바게뜨 태평점,1985-04-20,폐업,2020-10-08,-,-,-,69.03,경기도 성남시 수정구 태평동 6111,경기도 성남시 수정구 성남대로 1278 (태평동),2021-03-31
중원구,제과점영업,르팡(Le pain)가루 베이커리,2019-01-28,폐업,2019-08-29,-,-,-,43.4,경기도 성남시 중원구 성남동 1404번지 성남 센트럴 푸르지오 시티 155호,"경기도 성남시 중원구 광명로 89, 성남 센트럴 푸르지오 시티 155호 (성남동)",2021-03-31
수정구,제과점영업,엣지,2010-09-16,폐업,2014-07-15,-,-,-,33.54,경기도 성남시 수정구 단대동 60-7번지 1층,"경기도 성남시 수정구 논골로 15 (단대동,1층)",2021-03-31
분당구,제과점영업,베이커리제이,2019-04-15,폐업,2019-10-31,-,-,-,90.46,경기도 성남시 분당구 삼평동 738번지 봇들마을7단지아파트,"경기도 성남시 분당구 동판교로 155, 봇들마을비상가동 1층 105호 (삼평동, 봇들마을7단지아파트)",2021-03-31
분당구,제과점영업,베이커리제이,2019-04-15,폐업,2019-10-31,-,-,-,53.59,경기도 성남시 분당구 삼평동 738번지 봇들마을7단지아파트,"경기도 성남시 분당구 동판교로 155, 봇들마을에이상가동 1층 105호 (삼평동, 봇들마을7단지아파트)",2021-03-31
수정구,제과점영업,꽈배기서울,2019-05-29,폐업,2021-02-24,-,-,-,21.06,경기도 성남시 수정구 수진동 3408 1층 일부(102호),"경기도 성남시 수정구 제일로 127, 1층 일부(102호)호 (수진동)",2021-03-31
분당구,제과점영업,플라잉스콘,2019-05-15,폐업,2019-05-31,-,-,-,,경기도 성남시 분당구 백현동 541번지 현대백화점 판교점,"경기도 성남시 분당구 판교역로146번길 20, 현대백화점 판교점 지하1(일부)층 (백현동)",2021-03-31
중원구,제과점영업,하루오븐,2019-04-30,폐업,2019-09-25,-,-,-,39.23,경기도 성남시 중원구 도촌동 568번지 도촌프라자 108호,"경기도 성남시 중원구 도촌남로 37, 도촌프라자 108호 (도촌동)",2021-03-31
분당구,제과점영업,달콩,2019-08-01,폐업,2020-05-01,-,-,-,34.77,경기도 성남시 분당구 정자동 136-3번지,"경기도 성남시 분당구 내정로11번길 14, 1(일부)층 (정자동)",2021-03-31
분당구,제과점영업,문베이커리,2019-09-02,폐업,2019-11-01,-,-,-,10.8,"경기도 성남시 분당구 백현동 541번지 현대백화점 판교점, 지하1층 일부","경기도 성남시 분당구 판교역로146번길 20, 현대백화점 판교점 지하1층 일부호 (백현동)",2021-03-31
분당구,제과점영업,러블리마카롱&러블리쥬스,2019-07-16,폐업,2020-02-07,-,-,-,72.52,경기도 성남시 분당구 수내동 20-2번지 초림프라자,"경기도 성남시 분당구 백현로101번길 17, 초림프라자 3층 311호 (수내동)",2021-03-31
분당구,제과점영업,더브레드블루,2019-08-06,폐업,2019-09-02,-,-,-,,경기도 성남시 분당구 백현동 541번지 현대백화점 판교점 지하1층 일부,"경기도 성남시 분당구 판교역로146번길 20, 현대백화점 판교점 지하1(일부)층 (백현동)",2021-03-31
수정구,제과점영업,롤링핀 세곡점,2019-06-26,폐업,2019-11-08,-,-,-,432.92,경기도 성남시 수정구 신촌동 117-6번지 1~2층,"경기도 성남시 수정구 신촌로 3, 1~2층 (신촌동)",2021-03-31
수정구,제과점영업,빵굼터,2019-06-28,폐업,2019-09-04,-,-,-,47.12,경기도 성남시 수정구 창곡동 513번지 에이플타워 105호,"경기도 성남시 수정구 위례동로 153, 에이플타워 1층 105호 (창곡동)",2021-03-31
분당구,제과점영업,(주)마미갸또서현,2019-10-29,폐업,2020-09-18,-,-,-,117,경기도 성남시 분당구 서현동 275 롯데서현주차빌딩 지하1층 일부,"경기도 성남시 분당구 황새울로311번길 28, 롯데서현주차빌딩 지하1(일부)층 (서현동)",2021-03-31
수정구,제과점영업,브레드 사계,2019-12-05,폐업,2020-11-23,-,-,-,34.91,"경기도 성남시 수정구 창곡동 509 위례중앙역 중앙타워,1층118-2호","경기도 성남시 수정구 위례광장로 300, 위례중앙역 중앙타워 1층 118-2호 (창곡동)",2021-03-31
분당구,제과점영업,(주)현대그린푸드베즐리 판교점,2019-12-19,폐업,2019-12-26,-,-,-,,"경기도 성남시 분당구 백현동 541번지 현대백화점 판교점, 지하1층 일부","경기도 성남시 분당구 판교역로146번길 20, 현대백화점 판교점 지하1층 일부호 (백현동)",2021-03-31
분당구,제과점영업,얌얌브레드,2019-12-03,폐업,2020-12-18,-,-,-,40.25,경기도 성남시 분당구 수내동 8-4 영성라벤더 1층 102호,"경기도 성남시 분당구 황새울로258번길 10-9, 영성라벤더 1층 102호 (수내동)",2021-03-31
분당구,제과점영업,루시카토,2020-03-11,폐업,2020-03-23,-,-,-,,경기도 성남시 분당구 서현동 263번지 AK플라자,"경기도 성남시 분당구 황새울로360번길 42, AK플라자 지하1층 일부호 (서현동)",2021-03-31
분당구,제과점영업,봉봉쇼콜라,2020-02-06,폐업,2020-02-14,-,-,-,,경기도 성남시 분당구 백현동 541번지 현대백화점 판교점 지1층 일부,"경기도 성남시 분당구 판교역로146번길 20, 현대백화점 판교점 지1층 일부호 (백현동)",2021-03-31
분당구,제과점영업,봉봉쇼콜라,2020-03-06,폐업,2020-03-16,-,-,-,,경기도 성남시 분당구 백현동 541번지 현대백화점 판교점,"경기도 성남시 분당구 판교역로146번길 20, 현대백화점 판교점 지하1층 일부호 (백현동)",2021-03-31
수정구,제과점영업,그린트리베이커리,2010-06-15,폐업,2011-06-16,-,-,-,29.64,경기도 성남시 수정구 태평동 3794-2번지 1층,,2021-03-31
분당구,제과점영업,우리밀이야기,2010-06-15,폐업,2013-03-05,-,-,-,17.98,경기도 성남시 분당구 야탑동 291-1번지 1층 일부,,2021-03-31
분당구,제과점영업,파리바게뜨 서현GS점,2010-06-18,폐업,2016-01-08,-,-,-,27.47,경기도 성남시 분당구 서현동 89번지 서현파크플라자 1층 159호(일부),"경기도 성남시 분당구 중앙공원로31번길 42 (서현동,서현파크플라자 1층 159호(일부))",2021-03-31
중원구,제과점영업,바로굼 빵터,2010-06-22,폐업,2012-01-05,-,-,-,13.2,경기도 성남시 중원구 상대원동 2984-2번지 (1층),,2021-03-31
분당구,제과점영업,로뎀,1998-05-06,폐업,2006-05-03,-,-,-,4.37,경기도 성남시 분당구 야탑동 357-1번지 성남킴스클럽 지하1층,,2021-03-31
수정구,제과점영업,베이커리블랑쉬,1998-05-18,폐업,2009-09-15,-,-,-,19.68,경기도 성남시 수정구 태평동 3691-2번지 1층,,2021-03-31
수정구,제과점영업,솔레스톨,1998-07-14,폐업,2018-11-30,-,-,-,38.61,경기도 성남시 수정구 단대동 95-2번지 1층,"경기도 성남시 수정구 산성대로 449 (단대동,1층)",2021-03-31
중원구,제과점영업,빵사랑제과점,1998-08-20,폐업,2009-10-09,-,-,-,15.18,경기도 성남시 중원구 금광동 474번지 (1층),,2021-03-31
분당구,제과점영업,코코호도 효자점,2009-09-11,폐업,2012-12-24,-,-,-,25.2,경기도 성남시 분당구 서현동 298-3번지 (효자촌프라자)110호,,2021-03-31
분당구,제과점영업,던킨도너츠 판교봇들점,2009-09-16,폐업,2015-01-23,-,-,-,55.15,경기도 성남시 분당구 삼평동 718번지 에이상가동 101호,"경기도 성남시 분당구 동판교로 226 (삼평동, 에이상가동 101호 )",2021-03-31
분당구,제과점영업,파리바게뜨동판교중앙점,2009-09-24,폐업,2018-01-02,-,-,-,48.07,경기도 성남시 분당구 삼평동 738번지 비상가동 105호,"경기도 성남시 분당구 동판교로 155 (삼평동,비상가동 105호)",2021-03-31
분당구,제과점영업,크라운베이커리 경남야탑점,1995-07-19,폐업,2007-06-05,-,-,-,31.92,경기도 성남시 분당구 야탑동 526번지 탑마을 상가 113호,,2021-03-31
