상권명,다중지역정보,업종정보,점포수,위도,경도
경수대로,"{""type"":""Polygon"",""coordinates"":[[[127.02599949598,37.2606273173793],[127.024969302064,37.2609057913554],[127.025209615674,37.2615047399782],[127.024764833249,37.2616117182014],[127.024763920538,37.2616094819356],[127.02476259604,37.2616062204495],[127.024762499888,37.261605984237],[127.024746761497,37.261567410655],[127.024341570709,37.2605600772254],[127.024782575092,37.2604410381996],[127.026380880914,37.2600092603065],[127.026567619255,37.2604737290791],[127.02599949598,37.2606273173793]]]}","한식,무도/유흥/가무,예식/의례/관혼상제,유흥주점,커피점/카페,모텔/여관/여인숙",13,37.26067791,127.025328
운중로113번길,"{""type"":""Polygon"",""coordinates"":[[[127.079479423476,37.3920266806802],[127.079519638689,37.3929241259426],[127.079531338555,37.3931798968545],[127.079561915847,37.393450456943],[127.078470470211,37.3935247550337],[127.077329717546,37.3935040460515],[127.077295209959,37.3932092384297],[127.076760173752,37.3932095738507],[127.075940121726,37.393255552807],[127.075934485827,37.3931394954841],[127.075923490465,37.3929135778759],[127.075904561946,37.3925287839531],[127.075889558169,37.3922268068661],[127.077211143799,37.3921481311152],[127.07727594105,37.3929669244851],[127.078433570283,37.3929922706483],[127.078358956269,37.3920804781031],[127.078364358786,37.3917804468228],[127.078788783323,37.3917452643218],[127.07937650267,37.3917086650913],[127.079404152614,37.3917069438749],[127.079465008295,37.3917031544278],[127.079474412305,37.3919168232186],[127.079479423476,37.3920266806802]]]}","부동산중개,의복의류,이/미용/건강,커피점/카페,종합소매점,한식",95,37.39274336,127.0779497
경수대로555번길,"{""type"":""Polygon"",""coordinates"":[[[126.955078161501,37.3702556344775],[126.955087245368,37.3702365669057],[126.956249815078,37.3705897884117],[126.956607095134,37.3707005019111],[126.956521669675,37.3716729040115],[126.956468423286,37.3722829091528],[126.956356164993,37.3737917735541],[126.95630227151,37.3738363520269],[126.955940665996,37.37413896474],[126.955996733513,37.3734276146834],[126.955636445204,37.3734058533313],[126.955274384846,37.3733846384175],[126.954595728797,37.3733459856335],[126.954621521946,37.3728596361717],[126.954934784188,37.3728629642358],[126.954949442002,37.3723652530196],[126.954638705344,37.3723580051249],[126.954626770425,37.3721754333136],[126.954675166236,37.3716110028899],[126.95474082767,37.3709718234113],[126.954062176933,37.3709342940731],[126.954142397622,37.3699832482584],[126.955078161501,37.3702556344775]]]}","한식,가정/주방/인테리어,부동산중개,이/미용/건강,세탁/가사서비스",0,37.37180856,126.9554939
광덕산2로,"{""type"":""Polygon"",""coordinates"":[[[126.844914228713,37.3343358163482],[126.844469083533,37.334573635949],[126.843982655836,37.3348358302502],[126.844731624082,37.3357186598128],[126.844726950853,37.3357211382342],[126.843504130127,37.336369555441],[126.842768989492,37.3354867967461],[126.842767652729,37.3354851895194],[126.842069913028,37.3346473309189],[126.841678069658,37.3341767757262],[126.841676521983,37.3341749178811],[126.84296861522,37.3339045896863],[126.84331348108,37.3334681252228],[126.843492580294,37.3333786411276],[126.843777506371,37.3337243908525],[126.844207848504,37.3335089560034],[126.844914228713,37.3343358163482]]]}","한식,이/미용/건강,세탁/가사서비스,종합소매점,의복의류",35,37.33477613,126.8434516
분당초등학교,"{""type"":""Polygon"",""coordinates"":[[[127.131169430207,37.3786610641458],[127.13137125063,37.3784783859951],[127.132101952176,37.3790052423182],[127.131508188994,37.3794564990513],[127.131034050234,37.3796923711286],[127.130801916157,37.3798106242478],[127.130332450951,37.3801304408492],[127.130088631869,37.3803437833306],[127.129644654309,37.380747697388],[127.129623891641,37.380767537774],[127.129274564884,37.3805284505867],[127.128916761255,37.380258071802],[127.128904620635,37.3802489018078],[127.129372438827,37.3798440537298],[127.129509479581,37.379710462082],[127.12995924936,37.3793544608613],[127.1293489636,37.3790041871683],[127.128675219316,37.3785272923312],[127.129031670358,37.3782770481782],[127.12959881389,37.3780232827212],[127.129852102151,37.3779367251207],[127.130615198704,37.378498745425],[127.130812541264,37.3785210311397],[127.131169430207,37.3786610641458]]]}","의복의류,학원-보습교습입시,이/미용/건강,학원-어학,학원-음악미술무용,부동산중개",140,37.37920598,127.1302235
율마로438번길,"{""type"":""Polygon"",""coordinates"":[[[126.605349061885,37.688057231047],[126.605950413217,37.6890937185485],[126.60317612253,37.6900807285239],[126.603148523812,37.6898140462575],[126.603124327992,37.6896115999032],[126.603044150014,37.688936596559],[126.602965490607,37.6882751259503],[126.602866041851,37.6879479023834],[126.602791375048,37.6877024553617],[126.603381989137,37.6873205699607],[126.604493372089,37.6866392881451],[126.605349061885,37.688057231047]]]}","종합소매점,한식,음/식료품소매,닭/오리요리,부동산중개",20,37.68843411,126.6041914
도매시장로,"{""type"":""Polygon"",""coordinates"":[[[126.85872249143,37.3110238612809],[126.858734118716,37.3110476263799],[126.859371377064,37.3108453907182],[126.859723812394,37.3107334543086],[126.859787898244,37.3107956573492],[126.860440006498,37.3114286088318],[126.860461353778,37.3114493327947],[126.860461928452,37.3114498961344],[126.860462624094,37.3114505746755],[126.861106277232,37.312075290398],[126.859467030001,37.3125665114521],[126.858050928978,37.313006502518],[126.857555479144,37.3132016508484],[126.857168702736,37.3133206913156],[126.856730923506,37.3134552890998],[126.856391875516,37.3127497455518],[126.856547937849,37.3125707558699],[126.856691396924,37.3118498769357],[126.856596845786,37.3111787936231],[126.85742685299,37.3112391757037],[126.857629208675,37.3110524654502],[126.857874763444,37.3106197844356],[126.85774121457,37.3102192101705],[126.857925397224,37.3101151099852],[126.858390407965,37.3105802637847],[126.85872249143,37.3110238612809]]]}","이/미용/건강,한식,세탁/가사서비스,음/식료품소매,철물/난방/건설자재소매",46,37.31190752,126.8584099
신구로22번길,"{""type"":""Polygon"",""coordinates"":[[[127.110788642421,37.274471458839],[127.111179648094,37.2746320822014],[127.111557189947,37.2748292103585],[127.111534491352,37.2759528745623],[127.111017550868,37.2759532231392],[127.110793312609,37.2759340829007],[127.110253587308,37.2759542507391],[127.110256065804,37.2755634196437],[127.110256463405,37.2750497987823],[127.110257827194,37.2742740233677],[127.110788642421,37.274471458839]]]}","한식,음/식료품소매,종합소매점,대중목욕탕/휴게,일식/수산물,중고품소매/교환,학원-음악미술무용,학원기타,닭/오리요리,화장품소매,세탁/가사서비스,유아교육,이/미용/건강",11,37.27522826,127.1108611
연성119안전센터,"{""type"":""Polygon"",""coordinates"":[[[126.800530689071,37.3809287973342],[126.801035896344,37.3805791243194],[126.801295809602,37.3803660661476],[126.801816141508,37.3808404451947],[126.801883247823,37.3807904907022],[126.802123874416,37.3810006960348],[126.802126236435,37.381002727827],[126.80216616392,37.3810365477546],[126.802239928016,37.3810990451165],[126.802419486589,37.3812609181052],[126.802433386185,37.3812723832933],[126.80256287251,37.3813701356662],[126.80257030806,37.381375504361],[126.802673232124,37.3814465665547],[126.802749938286,37.3815408619883],[126.802843184852,37.3816554867487],[126.802928876221,37.3817792450535],[126.802982461721,37.381881247719],[126.803035287811,37.3820591825504],[126.803054799874,37.3823017058029],[126.803047853323,37.3823627249149],[126.803047442668,37.3823663306826],[126.802712503732,37.3823447018446],[126.80271672459,37.3820789333012],[126.802359325152,37.3817869807331],[126.802082058987,37.3815375117368],[126.801803489703,37.3812812709919],[126.801352319144,37.381605589021],[126.801903357725,37.3821022417586],[126.802183026279,37.3822672615665],[126.802121853124,37.3825639907507],[126.80205946258,37.3829372972297],[126.801580213476,37.3828964046632],[126.801321691283,37.3828217030278],[126.801114547252,37.3827114789416],[126.800984905433,37.3834524098627],[126.800397871855,37.3835100999766],[126.800031600883,37.3834652774204],[126.799461987142,37.3832488809645],[126.798801315478,37.382967357775],[126.798423821134,37.3829184742692],[126.797928781751,37.3828953040407],[126.797928067484,37.3828789578017],[126.797924920417,37.3828068212429],[126.7979249042,37.3828065511999],[126.797924722674,37.3828024046857],[126.7979315854,37.3825343505281],[126.797952368126,37.3824185964643],[126.79798374268,37.3823147276223],[126.798004799104,37.3822564068538],[126.79804611561,37.3821789405855],[126.798092567448,37.3820984011626],[126.798868649381,37.3826391560209],[126.799897451072,37.3818065401069],[126.799600451411,37.3816002285753],[126.799298911222,37.3813910544563],[126.799101113914,37.3812538963582],[126.799144592075,37.3812216783796],[126.799412734446,37.3810378892767],[126.799418679649,37.3810336667753],[126.799596149139,37.3809030763151],[126.799771456776,37.3807743287861],[126.799772224779,37.3807737621294],[126.799839479254,37.3807239085081],[126.800080431002,37.380545309472],[126.800530689071,37.3809287973342]]]}","한식,이/미용/건강,부동산중개,학원-어학,커피점/카페,학원-보습교습입시,종합소매점,사무/문구/컴퓨터",89,37.38204791,126.8005651
광교호수로378번길,"{""type"":""Polygon"",""coordinates"":[[[127.080622628525,37.2964969169234],[127.081044843188,37.2979805111727],[127.081239213903,37.298664311768],[127.080170832176,37.2988970669961],[127.080195912829,37.2986607257781],[127.080034111936,37.2982269473789],[127.079964479874,37.2980399941278],[127.07980796621,37.2980990395051],[127.07963781205,37.2977147555931],[127.079519617112,37.2972317551264],[127.079420745382,37.2970147258913],[127.079205209248,37.2966526160791],[127.079741737907,37.2965892010537],[127.079754884318,37.2959720569572],[127.079672475752,37.295551672762],[127.079802662069,37.2955413629139],[127.080211812574,37.2955522096387],[127.080622628525,37.2964969169234]]]}","한식,이/미용/건강,커피점/카페,의복의류,가정/주방/인테리어,일식/수산물,종합소매점",38,37.29730852,127.0802608
화서역_1번출구,"{""type"":""Polygon"",""coordinates"":[[[126.990721721733,37.2860664552029],[126.990624219681,37.28602831305],[126.99061850528,37.286026156383],[126.99044844133,37.2859642860154],[126.990166909073,37.2858618534896],[126.989581249539,37.2856433615119],[126.989827420115,37.2852109973075],[126.989958277538,37.284991248208],[126.989961406023,37.2849857596292],[126.989966718049,37.2849760110072],[126.990068157138,37.2847897392613],[126.990144066203,37.2846600390394],[126.990252918087,37.2844845067572],[126.990258279483,37.2844751287603],[126.990808027979,37.2846837235089],[126.99139193749,37.2848981958368],[126.991236070994,37.2851700106937],[126.990973774829,37.2856267680339],[126.990721721733,37.2860664552029]]]}","이/미용/건강,병원,학원-음악미술무용,분식,학원-보습교습입시",120,37.28527107,126.990486
삼리로,"{""type"":""Polygon"",""coordinates"":[[[126.843812968582,37.30365757685],[126.845871731298,37.3035989152883],[126.846921157149,37.3035689913816],[126.846928248749,37.3040392855039],[126.846923801033,37.3043771435816],[126.847098016969,37.304370412681],[126.847105743089,37.3044614944353],[126.843684579263,37.3045545010266],[126.843679035654,37.3044899354468],[126.843854754181,37.3044807068038],[126.843832541598,37.3041352676],[126.843825085693,37.3037699794292],[126.843812968582,37.30365757685]]]}","의복의류,가정/주방/인테리어,자동차/이륜차,화장품소매,한식,종합소매점",33,37.30406373,126.8453841
김포한강2로24번길,"{""type"":""Polygon"",""coordinates"":[[[126.674525095624,37.6479085674129],[126.675082318589,37.647362559704],[126.67509185906,37.6473525132288],[126.675341477654,37.6470696204652],[126.675363830238,37.6470379007164],[126.67553503327,37.6467244054851],[126.675549038805,37.6466893181144],[126.675631079036,37.6463755776496],[126.675633156186,37.6463664649439],[126.675748531265,37.6457738859341],[126.675797777417,37.6456281996152],[126.676123263012,37.6456956853739],[126.676659997331,37.6460401416642],[126.675273413206,37.6474121417047],[126.676030190572,37.6479488433415],[126.677441119548,37.6465416300879],[126.677754927293,37.6467398233012],[126.675754602332,37.6487145284004],[126.674673635656,37.6480057057582],[126.674525095624,37.6479085674129]]]}","한식,자동차/이륜차,커피점/카페,분식,종합소매점,일식/수산물,자동차/자동차용품",41,37.64731053,126.6759569
세지로94번길,"{""type"":""Polygon"",""coordinates"":[[[127.020159794991,37.2595330907118],[127.020582826222,37.2603019497916],[127.020139885845,37.2604185287433],[127.01971355464,37.2605310199441],[127.019326175422,37.2598117315641],[127.018832248723,37.2588600916544],[127.019254306438,37.258723351387],[127.019679902292,37.258585231353],[127.020159794991,37.2595330907118]]]}","이/미용/건강,음/식료품소매,한식,의복의류,세탁/가사서비스,건강/미용식품",18,37.25957023,127.019698
월롱우체국,"{""type"":""Polygon"",""coordinates"":[[[126.791644929736,37.7794304787722],[126.790657707319,37.7788837060178],[126.790079531544,37.7784447359246],[126.789798339851,37.7783939859535],[126.789147873544,37.7780815352554],[126.788640290543,37.7779698936737],[126.788821591903,37.7765532502574],[126.78973717785,37.7765080248015],[126.790169864868,37.7766003104538],[126.792742028865,37.7787175370043],[126.792020968609,37.7790806895102],[126.791769743732,37.779499331975],[126.791644929736,37.7794304787722]]]}","종합소매점,이/미용/건강,한식,음/식료품소매,자동차/자동차용품",26,37.77789181,126.7904746
양주덕현초등학교,"{""type"":""Polygon"",""coordinates"":[[[127.080602193781,37.7981439189717],[127.080851257765,37.7983412167979],[127.081091948208,37.7985772589764],[127.081254944132,37.7987443449693],[127.081284943483,37.7987751029498],[127.08144497212,37.7989833040675],[127.081449262849,37.7989886711172],[127.081552553499,37.7991129698264],[127.08165941782,37.7992751490336],[127.081730254153,37.7994068068604],[127.081733569521,37.7994126764732],[127.081774131191,37.7994811847104],[127.08180465748,37.7995667782215],[127.081812387244,37.7995847699325],[127.081840564591,37.7996405343766],[127.08186537763,37.7997081215175],[127.081887373808,37.7997776987602],[127.081899256326,37.7998432764416],[127.081901947618,37.7998581067256],[127.081904263888,37.7998686432731],[127.081965336574,37.8001048181797],[127.081981534603,37.8001746483307],[127.081982647995,37.800179469612],[127.081982690261,37.8001796521051],[127.0819836623,37.8001838369742],[127.081983686101,37.8001839426837],[127.082041959413,37.8004350932729],[127.082053374768,37.8004964138466],[127.082093279111,37.8007108524932],[127.082094912652,37.8007184906519],[127.082147730243,37.8009368823342],[127.082172794241,37.8011730171919],[127.082187906312,37.8013163381223],[127.081696623431,37.8013455765789],[127.081669513126,37.8010125536161],[127.081621753084,37.8007137210478],[127.080796435019,37.8007365769091],[127.080190137578,37.8007532508158],[127.080176116777,37.8005673074267],[127.080597830106,37.800555389811],[127.081104471218,37.7999601625567],[127.079611715369,37.7994079188528],[127.079986322641,37.7989299243319],[127.080327397459,37.7984944653526],[127.080602193781,37.7981439189717]]]}","이/미용/건강,한식,종합소매점,닭/오리요리,부동산중개,세탁/가사서비스",47,37.79970381,127.0810479
경충대로_2,"{""type"":""Polygon"",""coordinates"":[[[127.307682732257,37.3666907407612],[127.307569139123,37.3667686264673],[127.307107333285,37.3670797692917],[127.306797925461,37.3672874819988],[127.306700253848,37.3673530492955],[127.306106240055,37.3677394152661],[127.305480182909,37.3681452835399],[127.305477201659,37.3681472503079],[127.304998181994,37.3684688145142],[127.304997996341,37.3684689392771],[127.304930048786,37.3685146514634],[127.304616630247,37.3687255060609],[127.304607709603,37.3687318368336],[127.30444698719,37.3688521175402],[127.304286264812,37.3689723984628],[127.30427927217,37.3689778636482],[127.303879269522,37.3693043393625],[127.303865552255,37.3693166080666],[127.303821759019,37.3693595716804],[127.303792352111,37.3693884222656],[127.303657924777,37.3695203024421],[127.303375841518,37.3697592956262],[127.30336265276,37.3697715229346],[127.303130178765,37.3700076532625],[127.30309661445,37.3700417459416],[127.302879596844,37.3702304971658],[127.302877952731,37.3702319427704],[127.302768796117,37.3703289706824],[127.302690401118,37.370398340831],[127.302600379468,37.3704779973546],[127.302267272541,37.3703212361016],[127.300779011432,37.3700229890455],[127.299100622852,37.3700254645762],[127.298723592395,37.3698970813522],[127.298273683502,37.3697141999464],[127.297780169215,37.3693643565743],[127.297684669344,37.3693142306428],[127.296402074132,37.3688335498947],[127.296278730257,37.3687427084085],[127.295878670113,37.3686637394045],[127.295569976965,37.3684726757571],[127.295009124427,37.3683843002278],[127.295829564282,37.3682168442413],[127.296216146035,37.3682653215315],[127.296987275002,37.3678232949322],[127.298265495054,37.3674067941722],[127.298926069558,37.3674321046148],[127.29921785637,37.3675064808542],[127.299553241632,37.3677112091691],[127.299793159652,37.3677103741789],[127.299951564131,37.3678633691823],[127.301377154096,37.3685239465257],[127.301566112429,37.3687689181809],[127.302690948671,37.3680743798744],[127.302933971031,37.3680431449357],[127.303287813743,37.367854869965],[127.303943032654,37.3673135594008],[127.305946733231,37.3666494913822],[127.306496457719,37.366336200751],[127.306766028708,37.3660640710696],[127.307006380987,37.3660153534364],[127.307682732257,37.3666907407612]]]}","한식,이/미용/건강,닭/오리요리,주택수리,종합소매점,가구소매,의복의류,요가/단전/마사지,자동차/이륜차,학원-어학,학원-음악미술무용,가정/주방/인테리어,유아교육,유흥주점,가방/신발/액세서리,사무/문구/컴퓨터",51,37.36852592,127.3014729
평촌대로401번길,"{""type"":""Polygon"",""coordinates"":[[[126.949856041699,37.406537310628],[126.949857670942,37.4065453645495],[126.949857913454,37.4065465387065],[126.950000150175,37.4072212966007],[126.950000274721,37.4072218815389],[126.95005887199,37.4074943689918],[126.94935894531,37.4075874481488],[126.949460851514,37.4080507105918],[126.948728307363,37.4081078452743],[126.948337202455,37.4081325297397],[126.948064257705,37.4081385521693],[126.948098767595,37.4085995273084],[126.947581251005,37.4086016856927],[126.947094095859,37.4086035486886],[126.947008719535,37.4076910261694],[126.947220438693,37.4076962881586],[126.947179801866,37.4072194896377],[126.9474648928,37.4072028770942],[126.947439195192,37.4069199400347],[126.947167885178,37.4069355487542],[126.946954160024,37.4069477269396],[126.946579374276,37.4071184103855],[126.946053912594,37.4070332009609],[126.945860168222,37.4067273671348],[126.946033986063,37.4066157186912],[126.946938468285,37.4067318953529],[126.947420223896,37.4067114004824],[126.947956018896,37.406688568066],[126.948559506114,37.4066714029319],[126.949140249006,37.4066399537078],[126.949856041699,37.406537310628]]]}","분식,종합소매점,부동산중개,이/미용/건강,음/식료품소매,철물/난방/건설자재소매,운송/배달/택배",56,37.4074205,126.9482178
율천로8번길,"{""type"":""Polygon"",""coordinates"":[[[126.785469648356,37.6639586301135],[126.786118379297,37.6642074480364],[126.786416127928,37.6643242613845],[126.786784001891,37.6636353885931],[126.787955924938,37.66405569501],[126.787759249783,37.6643887399731],[126.787560784418,37.6647228924609],[126.787987575939,37.6648765041721],[126.787626744741,37.6653283741255],[126.787319202823,37.665486835045],[126.787083846823,37.6658893099161],[126.786869123639,37.6662644027695],[126.785531031801,37.6657365076089],[126.785486320931,37.6657197168911],[126.785289141958,37.6660392371752],[126.785058082012,37.6664164111175],[126.784960572237,37.6665758893282],[126.784112724797,37.6662615762953],[126.784107732809,37.6662597229352],[126.783529923534,37.666045511269],[126.78423414284,37.6648359982283],[126.784877260988,37.6637314026327],[126.785134902624,37.6638301710953],[126.785469648356,37.6639586301135]]]}","한식,이/미용/건강,커피점/카페,분식,유흥주점",122,37.66507106,126.7858025
화성로,"{""type"":""Polygon"",""coordinates"":[[[126.812144483486,37.2109456183591],[126.812362957315,37.2110779931325],[126.812860341172,37.2113809267487],[126.81340206786,37.2117136279652],[126.814072376837,37.2121485236255],[126.814442374581,37.2124028370425],[126.814693565932,37.2125986289074],[126.814704419554,37.2126065535016],[126.81507031751,37.2128567056816],[126.815528750305,37.2131720626248],[126.816228229502,37.2136811708652],[126.8167825161,37.2140857059925],[126.81678347869,37.2140864044554],[126.817428637167,37.2145518255807],[126.817430142755,37.2145529019626],[126.817904938742,37.2148892936416],[126.818525167608,37.215354229111],[126.818534295824,37.2153607093493],[126.819154310651,37.2157774041747],[126.819157058166,37.2157792212206],[126.819574523593,37.2160508879052],[126.819579136046,37.2160538102268],[126.819708102317,37.2161333496792],[126.81953517049,37.2164480939762],[126.819675013732,37.2168059761496],[126.819110549888,37.2174204123123],[126.818515592568,37.2181609742333],[126.818353714464,37.218177945973],[126.818148850886,37.2181516877409],[126.817313262274,37.2176587446293],[126.816882394918,37.2174945046006],[126.815674749323,37.2173115248907],[126.813886060745,37.2167743988302],[126.812387237548,37.2166599968861],[126.811891235901,37.2166764287974],[126.811168362892,37.2168130744004],[126.809791734,37.2165855401364],[126.809500457036,37.2166366809075],[126.80925129352,37.2170329069188],[126.809056892804,37.2171703399174],[126.808302049329,37.217212315496],[126.80679356736,37.2167271766681],[126.806103188557,37.2167002343953],[126.80432633662,37.2160876182297],[126.805532566998,37.2140546060251],[126.807488401945,37.2142314171085],[126.8086142034,37.2140391452704],[126.810831256281,37.2120395999611],[126.81179112482,37.2115370141276],[126.812087603088,37.2109725846223],[126.812144483486,37.2109456183591]]]}","한식,가정/주방/인테리어,철물/난방/건설자재소매,부동산중개,음/식료품소매,기타판매업,사무/문구/컴퓨터,가구소매,일식/수산물,자동차/이륜차,종합소매점",43,37.21502575,126.8123639
덕풍로65번길,"{""type"":""Polygon"",""coordinates"":[[[127.19880249144,37.5492451793411],[127.198793877732,37.5491981466107],[127.198793529275,37.5491944993368],[127.198726483136,37.5484909346641],[127.198691406545,37.5471034241721],[127.200707790113,37.5481280948957],[127.201079155299,37.5481919884388],[127.20218877832,37.5486049545364],[127.203575494489,37.5487027161231],[127.204105335445,37.5483971065326],[127.20484481629,37.5483987009786],[127.205684323817,37.5482387718752],[127.206349500958,37.5483772694403],[127.206993032547,37.5485758845516],[127.206980134565,37.5485863461378],[127.206948572811,37.5486368169206],[127.206938144349,37.5486925828715],[127.206949870035,37.5487481852367],[127.206982602123,37.5487981812638],[127.207033136596,37.548837676978],[127.207096526787,37.548862806245],[127.207166567594,37.5488711092217],[127.207236402891,37.5488617731488],[127.207299196665,37.5488357119118],[127.207343055797,37.5488098424284],[127.207513471552,37.5489380987335],[127.207762875719,37.5491988239854],[127.207936377727,37.5495474569046],[127.208077711476,37.5498947478658],[127.208454839553,37.5504304003001],[127.208404417333,37.5504610549761],[127.207889340045,37.5507742022704],[127.207459782132,37.550999778854],[127.207192632497,37.5511085350381],[127.207008818414,37.5511592720726],[127.206570771001,37.5512458666735],[127.206149946911,37.5513055183481],[127.20592637451,37.5513369992134],[127.205601236103,37.5513827822301],[127.204817056881,37.5514931998882],[127.204804532269,37.5514952554692],[127.204294536652,37.5515909890038],[127.204198694193,37.5516089800836],[127.204133159368,37.5516303436165],[127.204079123886,37.551666784908],[127.204042420654,37.5517140370808],[127.203883842177,37.5517373923674],[127.20385948182,37.5516885480263],[127.203174691141,37.5507687233042],[127.203163667843,37.5507553139772],[127.203019813787,37.5505962377917],[127.20298299084,37.5505644101275],[127.202812185262,37.5504484470508],[127.202775668491,37.5504282280104],[127.202577869013,37.5503402948023],[127.202536848361,37.5503260896111],[127.202236257985,37.5502490882226],[127.202230272417,37.5502476273225],[127.201040631588,37.5499715353067],[127.200995589226,37.5499649247592],[127.200670786667,37.5499439485629],[127.20064099521,37.5499435910514],[127.200308159131,37.5499570629074],[127.200285802787,37.5499588569227],[127.200064611157,37.5499854923019],[127.200049388423,37.5498750770976],[127.199448673009,37.5494294940781],[127.199234961098,37.5493064045099],[127.198952630011,37.5492504292676],[127.19880249144,37.5492451793411]]]}","자동차/이륜차,음/식료품소매,부동산중개,한식,가정/주방/인테리어,가전제품소매",23,37.5495715,127.2037242
