업소명,업종명,서비스대상구분,외국어안내서비스,소재지도로명주소,소재지지번주소,객실수,위도,경도,데이터기준일자
별빛가람,민박,내국인+외국인,없음,"경기도 가평군 가평읍 용추로171번길 33-35(1,2,3동)","경기도 가평군 가평읍 승안리 238(1,2,3동)",3,37.84167623,127.4847021,2021-06-09
드하미,민박,내국인+외국인,없음,경기도 가평군 청평면 북한강로 1493-52(가동),경기도 가평군 청평면 삼회리 623-5(가동),2,37.6530275,127.3764531,2021-06-09
플레이독애견풀빌라,민박,내국인+외국인,없음,경기도 가평군 상면 수목원로 391-25(B동),경기도 가평군 상면 행현리 660-18(B동),5,37.74654261,127.3541408,2021-06-09
벨라,민박,내국인+외국인,없음,경기도 가평군 상면 수목원로 391-25(A동),경기도 가평군 상면 행현리 660-18(A동),2,37.74663253,127.3539704,2021-06-09
운악사계절펜션,민박,내국인+외국인,없음,경기도 가평군 조종면 와곡길 93-198,경기도 가평군 조종면 운악리 470-2,4,37.86858645,127.3511491,2021-06-09
대성리그린펜션,민박,내국인+외국인,없음,경기도 가평군 청평면 큰갈월로 17-19,경기도 가평군 청평면 대성리 107-4,1,37.72202991,127.4008598,2021-06-09
바디원,민박,내국인+외국인,없음,경기도 가평군 북면 화악지암길 212-82(B동),경기도 가평군 북면 화악리 100(B동),3,37.94263282,127.5793939,2021-06-09
미끌펜션,민박,내국인+외국인,없음,경기도 가평군 북면 백둔로467번길 101(A동),경기도 가평군 북면 백둔리 558(A동),3,37.89797103,127.4490553,2021-06-09
새벽햇살,민박,내국인+외국인,없음,경기도 가평군 청평면 큰갈월로1번길 14(B동),경기도 가평군 청평면 대성리 90-19(B동),3,37.72070575,127.4018147,2021-06-09
오늘하루,민박,내국인+외국인,없음,경기도 가평군 상면 수목원로386번길 17,경기도 가평군 상면 행현리 642-6,5,37.74772951,127.3518569,2021-06-09
달믄공감,민박,내국인+외국인,없음,경기도 가평군 설악면 자잠로 122-17(나동),경기도 가평군 설악면 선촌리 109-1(나동),1,37.68769453,127.494295,2021-06-09
계곡민박,민박,내국인+외국인,없음,"경기도 가평군 설악면 유명로 776(1,2동)","경기도 가평군 설악면 방일리 538-1(1,2동)",1,37.61463133,127.4900062,2021-06-09
초코하우스,민박,내국인+외국인,없음,경기도 가평군 가평읍 당목가일길 503(A동),경기도 가평군 가평읍 개곡리 199-1(A동),6,37.87243007,127.5650035,2021-06-09
가평장미펜션,민박,내국인+외국인,없음,경기도 가평군 가평읍 석봉로191번길 153,경기도 가평군 가평읍 경반리 113-14,7,37.83123087,127.4949204,2021-06-09
피어스와 시애틀,민박,내국인+외국인,없음,경기도 가평군 설악면 자잠로282번길 5,경기도 가평군 설악면 사룡리 179,1,37.69866356,127.4905621,2021-06-09
골든몽고겔,민박,내국인+외국인,없음,경기도 가평군 설악면 자잠로282번길 13-3,경기도 가평군 설악면 사룡리 179-4,1,37.69841123,127.4911407,2021-06-09
풀꽃펜션,민박,내국인+외국인,없음,경기도 가평군 가평읍 태봉두밀로 236,경기도 가평군 가평읍 하색리 771-6,4,37.81343501,127.4694385,2021-06-09
산모퉁이,민박,내국인+외국인,없음,경기도 가평군 가평읍 호반로 1327,경기도 가평군 가평읍 복장리 513,1,37.72217073,127.4988426,2021-06-09
파인넛펜션,민박,내국인+외국인,없음,경기도 가평군 북면 멱골로 398-6,경기도 가평군 북면 목동리 304-3,5,37.92275692,127.582638,2021-06-09
속삭임,민박,내국인+외국인,없음,경기도 가평군 가평읍 당목가일길 473-51,경기도 가평군 가평읍 개곡리 291-6,4,37.87359448,127.5618094,2021-06-09
별헤는밤,민박,내국인+외국인,없음,경기도 가평군 북면 싸리재길 22,경기도 가평군 북면 목동리 676,1,37.89643837,127.5694376,2021-06-09
강변민박,민박,내국인+외국인,없음,경기도 가평군 청평면 강변로 93-15(A동),경기도 가평군 청평면 청평리 94-12(A동),4,37.73278982,127.422238,2021-06-09
하늘과 땅사이,민박,내국인+외국인,없음,"경기도 가평군 상면 윗다원길 65-118(4,5,6동)","경기도 가평군 상면 덕현리 91-25(4,5,6동)",1,37.75996589,127.4109247,2021-06-09
호명,민박,내국인+외국인,없음,경기도 가평군 북면 막골길 18-172,경기도 가평군 북면 제령리 364-5,1,37.90022238,127.5303926,2021-06-09
펜션피아,민박,내국인+외국인,없음,경기도 가평군 상면 깃대봉길 23-14,경기도 가평군 상면 덕현리 162-13,2,37.75637937,127.4006096,2021-06-09
천사,민박,내국인+외국인,없음,경기도 가평군 설악면 다락재로 462-65,경기도 가평군 설악면 이천리 356-8,1,37.65727702,127.4396402,2021-06-09
골드스타,민박,내국인+외국인,없음,경기도 가평군 가평읍 태봉두밀로 412-2,경기도 가평군 가평읍 두밀리 28-7,2,37.81673017,127.4576097,2021-06-09
우노펜션,민박,내국인+외국인,없음,경기도 가평군 청평면 안대성길 21-40,경기도 가평군 청평면 대성리 360-9,2,37.69640192,127.3783435,2021-06-09
가평밸리,민박,내국인+외국인,없음,경기도 가평군 가평읍 태봉두밀로406번길 14-31(1동),경기도 가평군 가평읍 두밀리 56-5(1동),2,37.81915461,127.4573129,2021-06-09
은하수,민박,내국인+외국인,없음,경기도 가평군 상면 깃대봉길 17-43,경기도 가평군 상면 덕현리 162-60,1,37.75487373,127.4001008,2021-06-09
풀잎패밀리하우스,민박,내국인+외국인,없음,경기도 가평군 가평읍 잎너비길 17-106,경기도 가평군 가평읍 읍내리 81-5,1,37.85142001,127.5098211,2021-06-09
맑은계곡펜션,민박,내국인+외국인,없음,경기도 가평군 가평읍 태봉두밀로406번길 105(가동),경기도 가평군 가평읍 두밀리 70-6(가동),2,37.82252339,127.4517433,2021-06-09
만도,민박,내국인+외국인,없음,경기도 가평군 북면 막골길 18-178,경기도 가평군 북면 제령리 364-1,1,37.90049278,127.53037,2021-06-09
밸리펜션,민박,내국인+외국인,없음,"경기도 가평군 조종면 연인산로 45-146(A,B,C동)","경기도 가평군 조종면 신하리 426(A,B,C동)",2,37.82852003,127.3559228,2021-06-09
401,민박,내국인+외국인,없음,"경기도 가평군 청평면 수리재길 240-7(1,2,3동)","경기도 가평군 청평면 상천리 641-1(1,2,3동)",2,37.78356046,127.4353244,2021-06-09
강산애,민박,내국인+외국인,없음,경기도 가평군 북면 꽃넘이길 15-18(2동),경기도 가평군 북면 제령리 291-2(2동),1,37.89413861,127.5302195,2021-06-09
탑펜션,민박,내국인+외국인,없음,경기도 가평군 설악면 미사리로 324-96(2동),경기도 가평군 설악면 송산리 179-3(2동),1,37.68522954,127.5324596,2021-06-09
둥굴레펜션,민박,내국인+외국인,없음,경기도 가평군 가평읍 경반안로 331,경기도 가평군 가평읍 경반리 560-5,3,37.82965039,127.4721819,2021-06-09
베아트리스,민박,내국인+외국인,없음,경기도 가평군 북면 논남기길 492-17,경기도 가평군 북면 적목리 320-6,2,37.96905298,127.4123577,2021-06-09
트리하우스,민박,내국인+외국인,없음,"경기도 가평군 상면 수목원로 181-16(A,B,C,D,E동)","경기도 가평군 상면 행현리 375-3(A,B,C,D,E동)",5,37.76209293,127.3637038,2021-06-09
펜션허그,민박,내국인+외국인,없음,"경기도 가평군 가평읍 당목가일길 732(B,C,E동)","경기도 가평군 가평읍 개곡리 97(B,C,E동)",3,37.87811195,127.5872616,2021-06-09
산골민박,민박,내국인+외국인,없음,경기도 가평군 북면 논남기길403번길 27,경기도 가평군 북면 적목리 298-3,1,37.96649212,127.4235746,2021-06-09
원투플레이,민박,내국인+외국인,없음,경기도 가평군 상면 돌아우길 110-30(1동),경기도 가평군 상면 상동리 54(1동),3,37.78388873,127.3182714,2021-06-09
초원민박,민박,내국인+외국인,없음,경기도 가평군 북면 백둔로 244,경기도 가평군 북면 백둔리 106,2,37.90238773,127.4799576,2021-06-09
산이랑강이랑,민박,내국인+외국인,없음,경기도 가평군 가평읍 호반로 1325,경기도 가평군 가평읍 복장리 513-2,1,37.72192738,127.4989561,2021-06-09
파밀리아,민박,내국인+외국인,없음,경기도 가평군 가평읍 태봉두밀로 446-29,경기도 가평군 가평읍 두밀리 206-5,2,37.81674684,127.453974,2021-06-09
그랑나랑풀빌라,민박,내국인+외국인,없음,경기도 가평군 가평읍 북한강변로 1007-36,경기도 가평군 가평읍 달전리 150-17,2,37.80352214,127.5233895,2021-06-09
리본스파&온수풀빌라펜션,민박,내국인+외국인,없음,경기도 가평군 가평읍 북한강변로 1007-40,경기도 가평군 가평읍 달전리 172-5,2,37.80338702,127.5229692,2021-06-09
별샘,민박,내국인+외국인,없음,경기도 가평군 상면 청군로 405,경기도 가평군 상면 덕현리 409-9,3,37.75841168,127.3951917,2021-06-09
오페라밸리,민박,내국인+외국인,없음,경기도 가평군 설악면 묵안로 5,경기도 가평군 설악면 엄소리 421-7,5,37.65552456,127.482711,2021-06-09
온더힐,민박,내국인+외국인,없음,"경기도 가평군 북면 멱골로 398-12(1,2동)","경기도 가평군 북면 목동리 304-7(1,2동)",2,37.92290077,127.5831502,2021-06-09
파인뷰,민박,내국인+외국인,없음,경기도 가평군 북면 멱골로 398-13,경기도 가평군 북면 목동리 304-1,1,37.92328834,127.5831393,2021-06-09
트리플스파&온수풀빌라,민박,내국인+외국인,없음,경기도 가평군 가평읍 북한강변로 1007-60,경기도 가평군 가평읍 달전리 138-6,2,37.8036933,127.5238667,2021-06-09
샤론의꽃,민박,내국인+외국인,없음,경기도 가평군 가평읍 박달골길 49,경기도 가평군 가평읍 산유리 383,1,37.75356382,127.5077421,2021-06-09
우리두리펜션,민박,내국인+외국인,없음,경기도 가평군 상면 왕대벌길 24,경기도 가평군 상면 임초리 63-2,4,37.76993592,127.3817431,2021-06-09
시골민박,민박,내국인+외국인,없음,경기도 가평군 조종면 현등사길 26-4,경기도 가평군 조종면 운악리 455-19,2,37.86546328,127.3475287,2021-06-09
아침이슬,민박,내국인+외국인,없음,경기도 가평군 상면 수목원로386번길 15,경기도 가평군 상면 행현리 642-7,5,37.74788288,127.3519701,2021-06-09
멜리아,민박,내국인+외국인,없음,경기도 가평군 청평면 고재길 67-5,경기도 가평군 청평면 고성리 393-4,2,37.71219284,127.5056615,2021-06-09
다올stay,민박,내국인+외국인,없음,경기도 가평군 북면 백둔로 214(A동),경기도 가평군 북면 백둔리 97-2(A동),6,37.90111732,127.482631,2021-06-09
플라토닉,민박,내국인+외국인,없음,"경기도 가평군 북면 가화로 1144-333(1,2,3,4동)","경기도 가평군 북면 제령리 92(1,2,3,4동)",3,37.89940897,127.5380814,2021-06-09
댕댕이계곡펜션,민박,내국인+외국인,없음,"경기도 가평군 북면 가화로 1460(A,B,C,D,E동)","경기도 가평군 북면 제령리 622-9(A,B,C,D,E동)",4,37.89694514,127.509884,2021-06-09
산속의하얀집,민박,내국인+외국인,없음,경기도 가평군 청평면 양진길 86,경기도 가평군 청평면 고성리 680,1,37.72077292,127.4866333,2021-06-09
가평수펜션,민박,내국인+외국인,없음,경기도 가평군 상면 서대길 24-1(가동),경기도 가평군 상면 임초리 47(가동),5,37.77403629,127.3810893,2021-06-09
보타니칼펜션,민박,내국인+외국인,없음,경기도 가평군 상면 수목원로 246,경기도 가평군 상면 행현리 515-6,4,37.75690677,127.3606822,2021-06-09
연제하우스,민박,내국인+외국인,없음,경기도 가평군 북면 백둔로 21-65(D동),경기도 가평군 북면 백둔리 654(D동),4,37.8974232,127.5032871,2021-06-09
화야산장펜션,민박,내국인+외국인,없음,경기도 가평군 설악면 다락재로118번길 269-336(A동),경기도 가평군 설악면 회곡리 204-2(A동),3,37.67785724,127.4449876,2021-06-09
라망,민박,내국인+외국인,없음,경기도 가평군 북면 가화로 1310-12,경기도 가평군 북면 제령리 565-5,4,37.90035023,127.5230675,2021-06-09
리틀비,민박,내국인+외국인,없음,경기도 가평군 북면 가화로 1310-14,경기도 가평군 북면 제령리 565,2,37.90040435,127.5228742,2021-06-09
별끌림하우스,민박,내국인+외국인,없음,경기도 가평군 설악면 국수터길 11,경기도 가평군 설악면 묵안리 135-1,3,37.59707674,127.5367713,2021-06-09
보람이네,민박,내국인+외국인,없음,경기도 가평군 설악면 유명로 1021-58,경기도 가평군 설악면 천안리 43-4,1,37.62914227,127.4832271,2021-06-09
부엉재주말농원,민박,내국인+외국인,없음,경기도 가평군 설악면 묵안로 362,경기도 가평군 설악면 엄소리 27,2,37.63995891,127.5128762,2021-06-09
매드몽키플레이스,민박,내국인+외국인,없음,경기도 가평군 설악면 자잠로 192,경기도 가평군 설악면 사룡리 610-3,1,37.69164195,127.4883853,2021-06-09
공간,민박,내국인+외국인,없음,경기도 가평군 설악면 자잠로23번길 76-35,경기도 가평군 설악면 선촌리 319-69,1,37.68478224,127.4838951,2021-06-09
미가쉴,민박,내국인+외국인,없음,경기도 가평군 가평읍 북한강변로 1007-42,경기도 가평군 가평읍 달전리 172-3,1,37.80332396,127.5228442,2021-06-09
호명산스카이라운지,민박,내국인+외국인,없음,경기도 가평군 가평읍 상지로 780(2동),경기도 가평군 가평읍 산유리 456(2동),2,37.74946303,127.5009081,2021-06-09
한울터,민박,내국인+외국인,없음,경기도 가평군 상면 수목원로 424-45,경기도 가평군 상면 행현리 629,6,37.74472599,127.3501944,2021-06-09
가평솔펜션,민박,내국인+외국인,없음,경기도 가평군 가평읍 당목가일길 482-26,경기도 가평군 가평읍 개곡리 250-6,3,37.87097112,127.5628419,2021-06-09
단꿈,민박,내국인+외국인,없음,경기도 가평군 가평읍 상지로 695(제1동),경기도 가평군 가평읍 산유리 728-10(제1동),3,37.75104028,127.4957318,2021-06-09
카리브펜션,민박,내국인+외국인,없음,경기도 가평군 가평읍 용추로 195(A동),경기도 가평군 가평읍 승안리 272-2(A동),4,37.84466892,127.4874748,2021-06-09
숲속의보아펜션,민박,내국인+외국인,없음,경기도 가평군 조종면 운악청계로490번길 121(B동),경기도 가평군 조종면 운악리 83-8(B동),2,37.86306162,127.3663489,2021-06-09
숲속의하모니,민박,내국인+외국인,없음,"경기도 가평군 가평읍 경반안로 328(가동),(나동)","경기도 가평군 가평읍 경반리 563-3(가동),(나동)",5,37.82927196,127.472682,2021-06-09
스테이 풀빌라,민박,내국인+외국인,없음,"경기도 가평군 북면 멱골로 204-36(제1동),(제2동)","경기도 가평군 북면 목동리 561-7(제1동,(제2동)",3,37.90817913,127.5747384,2021-06-09
