업소명,업종명,서비스대상구분,외국어안내서비스,소재지도로명주소,소재지지번주소,객실수,위도,경도,데이터기준일자
여미지,민박,내국인+외국인,없음,경기도 가평군 설악면 유명로 1993,경기도 가평군 설악면 회곡리 241-5,3,37.68620223,127.4648748,2021-06-09
산내천,민박,내국인+외국인,없음,경기도 가평군 북면 막골길 18-164,경기도 가평군 북면 제령리 364-4,1,37.90036655,127.5305519,2021-06-09
반딧불이,민박,내국인+외국인,없음,경기도 가평군 청평면 호반로 933,경기도 가평군 청평면 고성리 733-1,1,37.71432818,127.4849439,2021-06-09
숲속의행복한집,민박,내국인+외국인,없음,경기도 가평군 가평읍 당목가일길 695,경기도 가평군 가평읍 개곡리 110-5,1,37.87873651,127.5836009,2021-06-09
모닝펠리스,민박,내국인+외국인,없음,경기도 가평군 조종면 대보간선로 529,경기도 가평군 조종면 대보리 92-1,1,37.79710336,127.3833241,2021-06-09
펠리스,민박,내국인+외국인,없음,경기도 가평군 가평읍 태봉두밀로 373,경기도 가평군 가평읍 두밀리 4-9,3,37.81601057,127.461848,2021-06-09
글로리아 힐링펜션,민박,내국인+외국인,없음,경기도 가평군 가평읍 상지로 704,경기도 가평군 가평읍 산유리 725-7,1,37.75076991,127.4967081,2021-06-09
남이안풀빌라,민박,내국인+외국인,없음,경기도 가평군 가평읍 호반로 2355-16,경기도 가평군 가평읍 이화리 246-9,2,37.80040522,127.51262,2021-06-09
숲속의 하루,민박,내국인+외국인,없음,경기도 가평군 설악면 다락재로 440,경기도 가평군 설악면 이천리 351-5,4,37.65818859,127.4420657,2021-06-09
계곡뜰펜션,민박,내국인+외국인,없음,경기도 가평군 조종면 연인산로 45-140,경기도 가평군 조종면 신하리 426-5,3,37.82800625,127.355901,2021-06-09
콩이네,민박,내국인+외국인,없음,경기도 가평군 상면 축령로70번길 59-25(C동),경기도 가평군 상면 행현리 168(C동),3,37.77762991,127.3621082,2021-06-09
키즈풀빌라,민박,내국인+외국인,없음,경기도 가평군 청평면 상지로 125,경기도 가평군 청평면 상천리 1470-1,3,37.76805227,127.4652221,2021-06-09
올리브,민박,내국인+외국인,없음,경기도 가평군 청평면 상지로 127,경기도 가평군 청평면 상천리 1471,1,37.76797124,127.465506,2021-06-09
해바라기,민박,내국인+외국인,없음,경기도 가평군 북면 가화로 2389-22,경기도 가평군 북면 도대리 336-20,1,37.95375182,127.4744913,2021-06-09
이화촌펜션,민박,내국인+외국인,없음,경기도 가평군 가평읍 경반안로 237-14,경기도 가평군 가평읍 경반리 510-13,3,37.82777737,127.4807505,2021-06-09
아이리스펜션,민박,내국인+외국인,없음,경기도 가평군 청평면 호명리길 246(6동),경기도 가평군 청평면 호명리 50-1,5,37.73529063,127.4712979,2021-06-09
유명산 숲속 힐링 캠프,민박,내국인+외국인,없음,경기도 가평군 설악면 어비산길 201-62,경기도 가평군 설악면 가일리 317,1,37.59088944,127.5131849,2021-06-09
팔월펜션,민박,내국인+외국인,없음,경기도 가평군 설악면 자잠로282번길 93,경기도 가평군 설악면 사룡리 140-2,1,37.70117863,127.4970619,2021-06-09
고요한 하늘정원,민박,내국인+외국인,없음,경기도 가평군 상면 수목원로 355-20(B동),경기도 가평군 상면 행현리 607-1,4,37.7490252,127.3573597,2021-06-09
별천지다온,민박,내국인+외국인,없음,경기도 가평군 상면 녹수계곡로 69-65,경기도 가평군 상면 덕현리 534-12,2,37.76972835,127.3908042,2021-06-09
아름,민박,내국인+외국인,없음,경기도 가평군 조종면 현등사길 31,경기도 가평군 조종면 운악리 425-4,4,37.86469657,127.3470641,2021-06-09
희여울과 꽃나예,민박,내국인+외국인,없음,경기도 가평군 북면 논남기길403번길 170-22(1동),경기도 가평군 북면 적목리 302-2,2,37.95506742,127.4158347,2021-06-09
계곡,민박,내국인+외국인,없음,경기도 가평군 조종면 운악청계로491번길 170(3동),경기도 가평군 조종면 신상리 275-1,2,37.84797788,127.3475533,2021-06-09
돌마루펜션,민박,내국인+외국인,없음,경기도 가평군 설악면 어비산길 214-17,경기도 가평군 설악면 가일리 17-2,3,37.59216962,127.5105345,2021-06-09
맑은물소리,민박,내국인+외국인,없음,경기도 가평군 설악면 가마소길 17-270,경기도 가평군 설악면 천안리 727-1 2동,2,37.63506221,127.4729573,2021-06-09
그레이펜션,민박,내국인+외국인,없음,경기도 가평군 북면 백둔로133번길 12-9,경기도 가평군 북면 백둔리 90-5,3,37.89736858,127.4882393,2021-06-09
도도키즈풀빌라,민박,내국인+외국인,없음,경기도 가평군 상면 임초밤안골로 250-2(3동),경기도 가평군 상면 행현리 589-2,1,37.75138504,127.3635873,2021-06-09
투투펜션,민박,내국인+외국인,없음,경기도 가평군 가평읍 북한강변로 1007-70,경기도 가평군 가평읍 달전리 138-4,4,37.80378347,127.5236509,2021-06-09
산여울펜션,민박,내국인+외국인,없음,경기도 가평군 조종면 명지산로 99-20(1동),경기도 가평군 조종면 운악리 220-2,4,37.88336305,127.3619568,2021-06-09
하늘,민박,내국인+외국인,없음,경기도 가평군 청평면 북한강로 1706-140,경기도 가평군 청평면 삼회리 362-2,2,37.67436696,127.3903318,2021-06-09
앙티브펜션,민박,내국인+외국인,없음,경기도 가평군 상면 수목원로 262-34(1동),경기도 가평군 상면 행현리 553-11(1동),4,37.75511104,127.358926,2021-06-09
제스밸리펜션,민박,내국인+외국인,없음,경기도 가평군 북면 오동골길 34-41,경기도 가평군 북면 도대리 310-11,2,37.95180653,127.4828353,2021-06-09
산과들에캠프,민박,내국인+외국인,없음,경기도 가평군 청평면 모꼬지로 19,경기도 가평군 청평면 대성리 586-4,3,37.68052622,127.3753301,2021-06-09
남이풀하우스,민박,내국인+외국인,없음,경기도 가평군 가평읍 호반로 2355-14,경기도 가평군 가평읍 이화리 246-15,2,37.8003331,127.5127336,2021-06-09
펜션라벤더,민박,내국인+외국인,없음,경기도 가평군 설악면 유명로 633-1,경기도 가평군 설악면 가일리 306,6,37.60334662,127.4925681,2021-06-09
에버그린빌리지,민박,내국인+외국인,없음,경기도 가평군 북면 화악산로 1039-11,경기도 가평군 북면 화악리 834-12,1,37.94437511,127.5375013,2021-06-09
그림채펜션,민박,내국인+외국인,없음,경기도 가평군 상면 녹수계곡로 157-114,경기도 가평군 상면 덕현리 605-14,4,37.77978208,127.3951729,2021-06-09
가평에프키즈풀빌라,민박,내국인+외국인,없음,경기도 가평군 북면 가화로 2372-54,경기도 가평군 북면 도대리 324-43,2,37.95478915,127.478714,2021-06-09
모리마을펜션,민박,내국인+외국인,없음,경기도 가평군 북면 싸리재길 171,경기도 가평군 북면 목동리 436,1,37.90073672,127.5845585,2021-06-09
가평금잔디,민박,내국인+외국인,없음,경기도 가평군 북면 화악산로 1217(3동),경기도 가평군 북면 화악리 1006-2,1,37.95931255,127.5267287,2021-06-09
여울목펜션,민박,내국인+외국인,없음,경기도 가평군 상면 수목원로 84-64(2동),경기도 가평군 상면 행현리 39,3,37.77071123,127.3651187,2021-06-09
스타펜션,민박,내국인+외국인,없음,경기도 가평군 청평면 고재길 61-203,경기도 가평군 청평면 고성리 191-2,1,37.71303064,127.5116862,2021-06-09
리버스카이,민박,내국인+외국인,없음,경기도 가평군 청평면 호반로 753-24,경기도 가평군 청평면 호명리 340-16,1,37.70912439,127.4690844,2021-06-09
피그드림,민박,내국인+외국인,없음,경기도 가평군 가평읍 북한강변로 1007-38,경기도 가평군 가평읍 달전리 150-16,5,37.80343204,127.5232191,2021-06-09
가평원펜션,민박,내국인+외국인,없음,경기도 가평군 북면 가화로 1462-16(A동),경기도 가평군 북면 제령리 622-12(A동),2,37.89714349,127.5091334,2021-06-09
로즈웨이,민박,내국인+외국인,없음,경기도 가평군 조종면 현등사길 58,경기도 가평군 조종면 운악리 426-20,4,37.86407221,127.3451896,2021-06-09
풀빌라펜션,민박,내국인+외국인,없음,경기도 가평군 북면 논남기길 492-33,경기도 가평군 북면 적목리 322-9,2,37.96886317,127.4116292,2021-06-09
필스테이,민박,내국인+외국인,없음,경기도 가평군 가평읍 경반안로 182,경기도 가평군 가평읍 경반리 436,5,37.83063513,127.4847726,2021-06-09
토이키즈풀빌라,민박,내국인+외국인,없음,경기도 가평군 상면 돌아우길 27(1동),경기도 가평군 상면 상동리 94(1동),3,37.79051823,127.3214013,2021-06-09
유니키즈펜션,민박,내국인+외국인,없음,경기도 가평군 상면 돌아우길 27(2동),경기도 가평군 상면 상동리 94(2동),3,37.79051823,127.3214013,2021-06-09
미미키즈펜션,민박,내국인+외국인,없음,경기도 가평군 상면 돌아우길 27(3동),경기도 가평군 상면 상동리 94(3동),1,37.79051823,127.3214013,2021-06-09
쉴만한물가,민박,내국인+외국인,없음,경기도 가평군 북면 싸리재길 140(1동),경기도 가평군 북면 목동리 431(1동),1,37.89846705,127.5822696,2021-06-09
칠림폭포,민박,내국인+외국인,없음,경기도 가평군 북면 칠림길 77,경기도 가평군 북면 화악리 1118,4,37.9665059,127.5218359,2021-06-09
가평한옥펜션,민박,내국인+외국인,없음,경기도 가평군 설악면 유명로 1939-43,경기도 가평군 설악면 회곡리 27,1,37.68225596,127.47074,2021-06-09
포레49,민박,내국인+외국인,없음,경기도 가평군 상면 청우산2길 49,경기도 가평군 상면 덕현리 324-3,1,37.76779537,127.3962003,2021-06-09
해뜨는펜션,민박,내국인+외국인,없음,경기도 가평군 청평면 호명리길 192,경기도 가평군 청평면 호명리 45,1,37.73178423,127.4703687,2021-06-09
스톤하우스,민박,내국인+외국인,없음,경기도 가평군 청평면 남이터길 12(A동),경기도 가평군 청평면 대성리 403-5(A동),4,37.68601931,127.3706141,2021-06-09
대성캠프,민박,내국인+외국인,없음,경기도 가평군 청평면 남이터길 12(C동),경기도 가평군 청평면 대성리 403-5(C동),1,37.68601931,127.3706141,2021-06-09
에스티하우스,민박,내국인+외국인,없음,경기도 가평군 설악면 유명산길 36,경기도 가평군 설악면 가일리 279-5,6,37.59893897,127.4919002,2021-06-09
케렌시아,민박,내국인+외국인,없음,경기도 가평군 청평면 양진길 123,경기도 가평군 청평면 고성리 643-15,1,37.72425212,127.4872114,2021-06-09
지호농원,민박,내국인+외국인,없음,경기도 가평군 설악면 다락재로485번길 162-190,경기도 가평군 설악면 이천리 387-10,2,37.64811172,127.4423682,2021-06-09
리버쎌,민박,내국인+외국인,없음,경기도 가평군 청평면 북한강로 1706-158,경기도 가평군 청평면 삼회리 366-20,2,37.67452835,127.3894244,2021-06-09
라플로르,민박,내국인+외국인,없음,경기도 가평군 청평면 호반로 753-23,경기도 가평군 청평면 호명리 340-13,4,37.70921444,127.468778,2021-06-09
우디독하우스,민박,내국인+외국인,없음,경기도 가평군 가평읍 태봉두밀로406번길 185-51,경기도 가평군 가평읍 두밀리 366-1,5,37.82575458,127.441719,2021-06-09
여름,민박,내국인+외국인,없음,경기도 가평군 북면 관청큰골길 34-11,경기도 가평군 북면 도대리 429-6,2,37.95959265,127.4765498,2021-06-09
태리하우스,민박,내국인+외국인,없음,경기도 가평군 설악면 묵안로 295-1,경기도 가평군 설악면 엄소리 57-3,3,37.6451961,127.5087283,2021-06-09
행복펜션,민박,내국인+외국인,없음,경기도 가평군 상면 수목원로 128(1동),경기도 가평군 상면 행현리 332-2(1동),5,37.7669328,127.3634906,2021-06-09
계곡의아침,민박,내국인+외국인,없음,경기도 가평군 가평읍 용추로 284,경기도 가평군 가평읍 승안리 415-12,4,37.85075226,127.4832453,2021-06-09
도치빌펜션,민박,내국인+외국인,없음,경기도 가평군 청평면 고재길 280,경기도 가평군 청평면 고성리 80,5,37.70577451,127.5151225,2021-06-09
하렌풀빌라펜션,민박,내국인+외국인,없음,경기도 가평군 상면 돌아우길 117(가동),경기도 가평군 상면 상동리 43-6(가동),3,37.78292656,127.3197274,2021-06-09
리헨,민박,내국인+외국인,없음,경기도 가평군 상면 돌아우길 117-1,경기도 가평군 상면 상동리 43-2,2,37.78276461,127.3199209,2021-06-09
가평미즈키즈풀빌라,민박,내국인+외국인,없음,경기도 가평군 북면 가화로 2372-25,경기도 가평군 북면 도대리 324-1,2,37.95409481,127.476893,2021-06-09
밤비니펜션,민박,내국인+외국인,없음,경기도 가평군 북면 가화로 2339-25,경기도 가평군 북면 도대리 306-3,4,37.95025578,127.4795576,2021-06-09
체리블라썸펜션,민박,내국인+외국인,없음,경기도 가평군 청평면 작은매골길 16,경기도 가평군 청평면 상천리 54-1,3,37.78108658,127.469361,2021-06-09
산너울,민박,내국인+외국인,없음,경기도 가평군 청평면 양진길 42,경기도 가평군 청평면 고성리 720-4,1,37.71760023,127.4866792,2021-06-09
모던204,민박,내국인+외국인,없음,경기도 가평군 청평면 호명리길 27,경기도 가평군 청평면 호명리 204-2,3,37.71905435,127.4599915,2021-06-09
제이제이,민박,내국인+외국인,없음,경기도 가평군 청평면 호명리길 27-1,경기도 가평군 청평면 호명리 204-7,3,37.71898221,127.4598781,2021-06-09
숲속에는,민박,내국인+외국인,없음,경기도 가평군 청평면 호명리길 57-124,경기도 가평군 청평면 호명리 144-21,3,37.72536308,127.4582519,2021-06-09
화이트풀빌라,민박,내국인+외국인,없음,경기도 가평군 청평면 솥틀로 152-18,경기도 가평군 청평면 하천리 558-1,2,37.76643003,127.426347,2021-06-09
청평화이트펜션,민박,내국인+외국인,없음,경기도 가평군 상면 새터길 72-24(1동),경기도 가평군 상면 덕현리 529-7(1동),2,37.76996154,127.3895663,2021-06-09
반딧불펜션,민박,내국인+외국인,없음,경기도 가평군 북면 화악산로 914-7(1동),경기도 가평군 북면 화악리 794-20(1동),5,37.93730712,127.5428009,2021-06-09
코끼리펜션,민박,내국인+외국인,없음,경기도 가평군 북면 화악산로 1217-1(1동),경기도 가평군 북면 화악리 1006-3(1동),3,37.95920436,127.5268994,2021-06-09
청평은지네민박,민박,내국인+외국인,없음,경기도 가평군 청평면 큰갈월로 17-18,경기도 가평군 청평면 대성리 107-7,2,37.72202117,127.4011889,2021-06-09
가평베베키즈풀빌라,민박,내국인+외국인,없음,경기도 가평군 북면 가화로 2372-47,경기도 가평군 북면 도대리 328,4,37.9545996,127.4771888,2021-06-09
별을보다,민박,내국인+외국인,없음,"경기도 가평군 청평면 호명리길 57-80(2,3,4동)","경기도 가평군 청평면 호명리 144-35(2,3,4동)",5,37.72484108,127.4604877,2021-06-09
펜션봄봄,민박,내국인+외국인,없음,경기도 가평군 상면 샘골길 41-14,경기도 가평군 상면 항사리 343-3,3,37.78706055,127.3645211,2021-06-09
꽃향유,민박,내국인+외국인,없음,경기도 가평군 상면 축령로45번길 114-186,경기도 가평군 상면 행현리 758-2,1,37.76752968,127.3575626,2021-06-09
더 숲,민박,내국인+외국인,없음,경기도 가평군 가평읍 호반로 2329-53,경기도 가평군 가평읍 이화리 392-12,1,37.79703458,127.5093709,2021-06-09
호수민박,민박,내국인+외국인,없음,경기도 가평군 북면 가화로 1953-29,경기도 가평군 북면 도대리 198-1,4,37.92671535,127.4921602,2021-06-09
하이네,민박,내국인+외국인,없음,경기도 가평군 설악면 자잠로282번길 72-133,경기도 가평군 설악면 사룡리 14-14,3,37.69870897,127.5029607,2021-06-09
메이드휠펜션,민박,내국인+외국인,없음,경기도 가평군 북면 멱골로 87-1,경기도 가평군 북면 목동리 656-4,4,37.89912586,127.5666648,2021-06-09
더힐펜션,민박,내국인+외국인,없음,경기도 가평군 상면 샘골길 41-24,경기도 가평군 상면 항사리 343-1,2,37.78682677,127.3650099,2021-06-09
열호당,민박,내국인+외국인,없음,경기도 가평군 북면 카이저길 75-5,경기도 가평군 북면 이곡리 456-37,2,37.87957461,127.5254945,2021-06-09
더하루펜션,민박,내국인+외국인,없음,경기도 가평군 상면 한사간길 75,경기도 가평군 상면 항사리 471-6,1,37.79004784,127.3601544,2021-06-09
사랑채,민박,내국인+외국인,없음,경기도 가평군 북면 카이저길 75-3,경기도 가평군 북면 이곡리 456-36,1,37.87972783,127.5254718,2021-06-09
콜린펜션,민박,내국인+외국인,없음,경기도 가평군 가평읍 태봉두밀로 269-45(가동),경기도 가평군 가평읍 하색리 778-10(가동),5,37.81432658,127.4667342,2021-06-09
호두나무민박,민박,내국인+외국인,없음,경기도 가평군 북면 논남기길 19-24(B동),경기도 가평군 북면 도대리 529(B동),2,37.96771716,127.4579557,2021-06-09
아디엘,민박,내국인+외국인,없음,경기도 가평군 상면 수목원로 369,경기도 가평군 상면 행현리 661-11,2,37.74850905,127.355397,2021-06-09
봉봉풀빌라,민박,내국인+외국인,없음,경기도 가평군 상면 임초밤안골로 250-1(2동),경기도 가평군 상면 행현리 589(2동),1,37.75112373,127.3636558,2021-06-09
캠핑소리251,민박,내국인+외국인,없음,경기도 가평군 설악면 묵안로 350,경기도 가평군 설악면 엄소리 25-1,3,37.64094152,127.5114709,2021-06-09
하이팰리스,민박,내국인+외국인,없음,"경기도 가평군 청평면 고재길 218-19(A,B,C동)","경기도 가평군 청평면 고성리 309(A,B,C동)",2,37.70268341,127.5107203,2021-06-09
열두달펜션,민박,내국인+외국인,없음,경기도 가평군 북면 멱골로 202-105,경기도 가평군 북면 목동리 541-2,6,37.90413496,127.5703776,2021-06-09
숲땅속집,민박,내국인+외국인,없음,경기도 가평군 설악면 전위골길 91,경기도 가평군 설악면 방일리 520-71,1,37.6146936,127.4827998,2021-06-09
솔,민박,내국인+외국인,없음,경기도 가평군 설악면 자잠로 189-13,경기도 가평군 설악면 사룡리 612-2,1,37.69142556,127.4876821,2021-06-09
덕솔이네,민박,내국인+외국인,없음,경기도 가평군 상면 깃대봉길 27,경기도 가평군 상면  덕현리 162-12,4,37.75649658,127.4006549,2021-06-09
랑데뷰,민박,내국인+외국인,없음,경기도 가평군 가평읍 호반로 1723-57(1동),경기도 가평군 가평읍 산유리 424-1(1동),3,37.74898485,127.5106248,2021-06-09
더 클래스,민박,내국인+외국인,없음,"경기도 가평군 청평면 고재길 218-19(D,E동)","경기도 가평군 청평면 고성리 309(D,E동)",2,37.70268341,127.5107203,2021-06-09
칼봉산오크밸리펜션,민박,내국인+외국인,없음,경기도 가평군 가평읍 경반안로 335,경기도 가평군 가평읍 경반리 559,3,37.82997489,127.472284,2021-06-09
무릉,민박,내국인+외국인,없음,경기도 가평군 조종면 명지산로360번길 33(B동),경기도 가평군 조종면 상판리 226-14(B동),1,37.90092049,127.3783034,2021-06-09
코르크펜션,민박,내국인+외국인,없음,경기도 가평군 상면 청군로 720-23,경기도 가평군 상면 임초리 452-12,6,37.77690045,127.3705922,2021-06-09
개댁(Gae Dack),민박,내국인+외국인,없음,경기도 가평군 상면 축령로 276-16(1동),경기도 가평군 상면 행현리 909-6(1동),2,37.77422818,127.3446163,2021-06-09
화이,민박,내국인+외국인,없음,경기도 가평군 상면 축령로 276-16(2동),경기도 가평군 상면 행현리 909-6(2동),2,37.77422818,127.3446163,2021-06-09
잣나무,민박,내국인+외국인,없음,경기도 가평군 북면 카이저길 75-9,경기도 가평군 북면 이곡리 456-35,1,37.87947554,127.5251306,2021-06-09
다솜펜션,민박,내국인+외국인,없음,경기도 가평군 북면 가화로 1345,경기도 가평군 북면 제령리 569-3,5,37.90106296,127.5192004,2021-06-09
머무르개,민박,내국인+외국인,없음,경기도 가평군 청평면 큰갈월로1번길 46,경기도 가평군 청평면 대성리 90-24,5,37.7198835,127.3993989,2021-06-09
알레그레,민박,내국인+외국인,없음,경기도 가평군 가평읍 호반로 1698-59,경기도 가평군 가평읍 산유리 48-1,4,37.7451898,127.5148354,2021-06-09
까사스위스,민박,내국인+외국인,없음,경기도 가평군 설악면 다락재로 217-2,경기도 가평군 설악면 이천리 249-2,1,37.66617897,127.4520942,2021-06-09
마이츄키즈풀빌라,민박,내국인+외국인,없음,경기도 가평군 조종면 현등사길 55-329,경기도 가평군 조종면 운악리 418-83(1동),1,37.85971741,127.3440732,2021-06-09
백낙제,민박,내국인+외국인,없음,경기도 가평군 북면 백둔로 111-1,경기도 가평군 북면 백둔리 49,2,37.89653969,127.4918677,2021-06-09
나들목,민박,내국인+외국인,없음,경기도 가평군 북면 카이저길 75-11,경기도 가평군 북면 이곡리 456-6,1,37.87943051,127.5249714,2021-06-09
엘리제,민박,내국인+외국인,없음,경기도 가평군 청평면 고재길 13-3,경기도 가평군 청평면 고성리 414-18,2,37.71520339,127.5033585,2021-06-09
일마레,민박,내국인+외국인,없음,경기도 가평군 북면 가화로 1422-15,경기도 가평군 북면 제령리 633-5,4,37.89989234,127.5107034,2021-06-09
라움펜션,민박,내국인+외국인,없음,경기도 가평군 가평읍 태봉두밀로406번길 14-64,경기도 가평군 가평읍 두밀리 17-9,4,37.81802858,127.4590406,2021-06-09
소소스토리펜션,민박,내국인+외국인,없음,경기도 가평군 가평읍 호반로 1548,경기도 가평군 가평읍 복장리 352-1,2,37.73616829,127.5054704,2021-06-09
베토벤하우스,민박,내국인+외국인,없음,경기도 가평군 가평읍 상지로 742,경기도 가평군 가평읍 산유리 722-3,2,37.75153608,127.4994552,2021-06-09
플랫하우스,민박,내국인+외국인,없음,경기도 가평군 북면 백둔로 101(가동),경기도 가평군 북면 백둔리 47-3(가동),3,37.89712562,127.4932211,2021-06-09
휴아일랜드,민박,내국인+외국인,없음,경기도 가평군 가평읍 태봉두밀로 269-96(가동),경기도 가평군 가평읍 하색리 778-3(가동),4,37.81464236,127.4678815,2021-06-09
세라비,민박,내국인+외국인,없음,경기도 가평군 가평읍 북한강변로 326-159(A동),경기도 가평군 가평읍 금대리 55-5(A동),4,37.7592447,127.539894,2021-06-09
여우별,민박,내국인+외국인,없음,경기도 가평군 북면 가화로 1834(A동),경기도 가평군 북면 도대리 64-9(A동),3,37.918009,127.4971671,2021-06-09
나비잠,민박,내국인+외국인,없음,경기도 가평군 북면 가화로 1834(B동),경기도 가평군 북면 도대리 64-9(B동),4,37.91787381,127.4971444,2021-06-09
연인산힐펜션,민박,내국인+외국인,없음,경기도 가평군 북면 백둔로 510-182,경기도 가평군 북면 백둔리 450-19,5,37.90814932,127.4553504,2021-06-09
파인피노펜션,민박,내국인+외국인,없음,경기도 가평군 설악면 엄소속골길 85-43,경기도 가평군 설악면 엄소리 456-10,1,37.64681744,127.4817495,2021-06-09
숲속의집,민박,내국인+외국인,없음,경기도 가평군 청평면 북한강로2246번길 8-193(A동),경기도 가평군 청평면 삼회리 28-1(A동),4,37.70842703,127.4098973,2021-06-09
조이펜션,민박,내국인+외국인,없음,"경기도 가평군 상면 돌아우길 97-2(A,B,C동)","경기도 가평군 상면 상동리 32-2(A,B,C동)",2,37.78466795,127.3209384,2021-06-09
리알토,민박,내국인+외국인,없음,경기도 가평군 가평읍 북한강변로 226-24(가동),경기도 가평군 가평읍 금대리 537-6(가동),3,37.75077432,127.5331125,2021-06-09
새소리펜션,민박,내국인+외국인,없음,경기도 가평군 설악면 회곡안골길 40-8,경기도 가평군 설악면 회곡리 387,1,37.6989964,127.4513357,2021-06-09
에코하우스,민박,내국인+외국인,없음,"경기도 가평군 북면 백둔로342번길 28(2동,4동)","경기도 가평군 북면 백둔리 201-3(2동,4동)",4,37.90636058,127.4708335,2021-06-09
비올레띠,민박,내국인+외국인,없음,경기도 가평군 조종면 명지산로 184-57(A동),경기도 가평군 조종면 상판리 338-9(A동),1,37.88953706,127.369929,2021-06-09
달보드레펜션,민박,내국인+외국인,없음,경기도 가평군 북면 석장모루길 26,경기도 가평군 북면 이곡리 13-91,2,37.87870242,127.5477589,2021-06-09
행복쉼터,민박,내국인+외국인,없음,경기도 가평군 조종면 와곡길 159,경기도 가평군 조종면 운악리 283,1,37.87095251,127.3548624,2021-06-09
조이런민박,민박,내국인+외국인,없음,"경기도 가평군 설악면 유명로 553-16(4,5,6동)","경기도 가평군 설악면 가일리 272-6(4,5,6동)",2,37.59792008,127.4877202,2021-06-09
달고나펜션,민박,내국인+외국인,없음,경기도 가평군 북면 석장모루길 32-13,경기도 가평군 북면 이곡리 13-102,1,37.87785495,127.5483497,2021-06-09
마마차일드,민박,내국인+외국인,없음,경기도 가평군 청평면 북한강로 2141(A동),경기도 가평군 청평면 삼회리 102-3(A동),1,37.7071548,127.3972266,2021-06-09
골드펜션,민박,내국인+외국인,없음,경기도 가평군 상면 수목원로 223,경기도 가평군 상면 행현리 513-1,3,37.75864765,127.3618029,2021-06-09
청평원레저타운,민박,내국인+외국인,없음,"경기도 가평군 청평면 북한강로 2060-52(A,B동)","경기도 가평군 청평면 삼회리 187(A,B동)",3,37.70015149,127.3973043,2021-06-09
벨로시,민박,내국인+외국인,없음,경기도 가평군 청평면 고재길 67-3,경기도 가평군 청평면 고성리 393-30,2,37.71204864,127.5055254,2021-06-09
라라스테이A,민박,내국인+외국인,없음,경기도 가평군 조종면 와곡길 171(가동),경기도 가평군 조종면 운악리 278-2(가동),4,37.87146636,127.3549409,2021-06-09
김스테이B,민박,내국인+외국인,없음,경기도 가평군 조종면 와곡길 173(가동),경기도 가평군 조종면 운악리 278-6(가동),4,37.87173641,127.3546675,2021-06-09
칼봉산휴양림펜션,민박,내국인+외국인,없음,경기도 가평군 가평읍 경반안로 323-32,경기도 가평군 가평읍 경반리 580,7,37.83004688,127.4718181,2021-06-09
파티데이펜션,민박,내국인+외국인,없음,경기도 가평군 북면 가화로 1168-52,경기도 가평군 북면 제령리 107-2,4,37.89670545,127.5368516,2021-06-09
더설레임,민박,내국인+외국인,없음,경기도 가평군 북면 백둔로 567-40(A동),경기도 가평군 북면 백둔리 603(A동),6,37.90639736,127.4470816,2021-06-09
오블리비아테,민박,내국인+외국인,없음,"경기도 가평군 가평읍 당목가일길 410-68(1,2,3동)","경기도 가평군 가평읍 개곡리 382-1(1,2,3동)",2,37.86601708,127.556596,2021-06-09
아트밸리,민박,내국인+외국인,없음,경기도 가평군 북면 백둔로650번길 188,경기도 가평군 북면 백둔리 716-15,1,37.91818305,127.4400761,2021-06-09
연인산테마파크,민박,내국인+외국인,없음,경기도 가평군 북면 백둔로467번길 217,경기도 가평군 북면 백둔리 790,2,37.89741671,127.4395015,2021-06-09
이스트,민박,내국인+외국인,없음,경기도 가평군 가평읍 상지로 832-88(B동),경기도 가평군 가평읍 복장리 626-10(B동),3,37.74786758,127.4951191,2021-06-09
알프스,민박,내국인+외국인,없음,경기도 가평군 북면 백둔로650번길 211-1,경기도 가평군 북면 백둔리 716-18,1,37.91721856,127.4398721,2021-06-09
몽블랑,민박,내국인+외국인,없음,경기도 가평군 북면 백둔로650번길 211,경기도 가평군 북면 백둔리 716-1,1,37.91738076,127.4398151,2021-06-09
스카이,민박,내국인+외국인,없음,경기도 가평군 북면 백둔로650번길 169-1,경기도 가평군 북면 백둔리 723-1,1,37.91990509,127.4411556,2021-06-09
아리뜰,민박,내국인+외국인,없음,경기도 가평군 청평면 고재길 67-18,경기도 가평군 청평면 고성리 393-23,1,37.71214774,127.5063309,2021-06-09
가평향기펜션,민박,내국인+외국인,없음,경기도 가평군 북면 가화로 2670-23(A동),경기도 가평군 북면 적목리 166-2(A동),1,37.9713931,127.4543444,2021-06-09
Flo Kids,민박,내국인+외국인,없음,경기도 가평군 가평읍 보납로 459-147,경기도 가평군 가평읍 개곡리 641-7,2,37.85601801,127.5437315,2021-06-09
봄꽃,민박,내국인+외국인,없음,경기도 가평군 가평읍 용추로 274(1동),경기도 가평군 가평읍 승안리 314-1(1동),5,37.85019357,127.4841888,2021-06-09
에코독,민박,내국인+외국인,없음,경기도 가평군 조종면 현등사길 55-355,경기도 가평군 조종면 운악리 418-78(14동),2,37.85870733,127.3436092,2021-06-09
에코랜드,민박,내국인+외국인,없음,경기도 가평군 조종면 현등사길 55-353,경기도 가평군 조종면 운악리 418-76(13동),2,37.85877955,127.3437,2021-06-09
