,name,main_category,sub_category
3163,제주코기네,농어촌민박,
3164,제주파도소리,농어촌민박,
3165,제주파크랜드,농어촌민박,
3166,제주팡숑예래,농어촌민박,
3167,제주펜션향림원,농어촌민박,
3168,제주프렌즈펜션,농어촌민박,
3169,제주필하우스,농어촌민박,
3170,제주해조대펜션,농어촌민박,
3171,조은민박,농어촌민박,
3172,조천댁,농어촌민박,
3173,조천스테이,농어촌민박,
3174,종달스토리,농어촌민박,
3175,중문햇빛펜션,농어촌민박,
3176,쥬빌리펜션,농어촌민박,
3177,지삿개풍경,농어촌민박,
3178,지현민박,농어촌민박,
3179,천상의노을,농어촌민박,
3180,청정고을민박,농어촌민박,
3181,초록새록,농어촌민박,
3182,초록하우스,농어촌민박,
3183,초콜릿펜션,농어촌민박,
3184,추사랑민박,농어촌민박,
3185,추자도민박,농어촌민박,
3186,추자도휴양펜션,농어촌민박,
3187,추자섬민박,농어촌민박,
3188,추자피싱랜드,농어촌민박,
3189,카사마리나,농어촌민박,
3190,캐빈타운,농어촌민박,
3191,캐슬 드 한림,농어촌민박,
3192,코코스펜션,농어촌민박,
3193,쿨쿨하우스,농어촌민박,
3194,클로버비앤비,농어촌민박,
3195,킴스캐빈,농어촌민박,
3196,탐라누리,농어촌민박,
3197,탐탐56,농어촌민박,
3198,태성민박,농어촌민박,
3199,탱자탱자게스트하우스,농어촌민박,
3200,테마하우스,농어촌민박,
3201,토리코티지카레클린트,농어촌민박,
3202,토마토하우스,농어촌민박,
3203,토토하우스,농어촌민박,
3204,투데이제주펜션,농어촌민박,
3205,파더하우스,농어촌민박,
3206,파인비치,농어촌민박,
3207,파크빌리지,농어촌민박,
3208,팔도민박,농어촌민박,
3209,팜힐,농어촌민박,
3210,펜션 수망가라,농어촌민박,
3211,펜션해다미,농어촌민박,
3212,펜션형민박꿈꾸는숲,농어촌민박,
3213,포비네오두막게스트하우스,농어촌민박,
3214,포시즌펜션,농어촌민박,
3215,포지타노인제주,농어촌민박,
3216,폴리폴리,농어촌민박,
3217,퐁낭하우스제주,농어촌민박,
3218,푸르미르 펜션,농어촌민박,
3219,풍차와노을 독채펜션,농어촌민박,
3220,플라마 펜션,농어촌민박,
3221,플로라펜션,농어촌민박,
3222,피우다 게스트하우스,농어촌민박,
3223,하녹펜션,농어촌민박,
3224,하늘을달리다,농어촌민박,
3225,하늘정원펜션,농어촌민박,
3226,하늘타리펜션,농어촌민박,
3227,하도하도 3200,농어촌민박,
3228,하루앤하루,농어촌민박,
3229,하마다 게스트하우스,농어촌민박,
3230,하바다 통나무집,농어촌민박,
3231,하얀도화지,농어촌민박,
3232,하얀언덕,농어촌민박,
3233,하와이펜션,농어촌민박,
3234,하쿠나마타타게스트하우스,농어촌민박,
3235,한담풍경하우스,농어촌민박,
3236,한라앤탐 펜션,농어촌민박,
3237,한라하이츠펜션,농어촌민박,
3238,한모살,농어촌민박,
3239,함덕삼다펜션,농어촌민박,
3240,핫플게스트하우스,농어촌민박,
3241,해돋는마을,농어촌민박,
3242,해뜨는집 (남원),농어촌민박,
3243,해뜨는집 (도두),농어촌민박,
3244,해변여행,농어촌민박,
3245,해변의집,농어촌민박,
3246,해비치 바람의집 펜션&카페,농어촌민박,
3247,해성펜션,농어촌민박,
3248,해아래펜션,농어촌민박,
3249,해안풍경펜션,농어촌민박,
3250,해오름민박,농어촌민박,
3251,해오름정원,농어촌민박,
3252,해일월,농어촌민박,
3253,해피데이,농어촌민박,
3254,해피데이 민박,농어촌민박,
3255,해피펜션,농어촌민박,
3256,핸즈인제주,농어촌민박,
3257,허브펜션 오즈,농어촌민박,
3258,헌치 게스트하우스,농어촌민박,
3259,호도하우스,농어촌민박,
3260,혼디,농어촌민박,
3261,환상의민박,농어촌민박,
3262,훼밀리민박,농어촌민박,
3263,힐링캠프펜션,농어촌민박,
3264,헤리티지,유스호스텔,
3265,홍익샤모니리조트,유스호스텔,
3266,뉴코리아유스호스텔,유스호스텔,
3267,마이테르유스호스텔,유스호스텔,
3268,메이풀하우스,유스호스텔,
3269,제주부영청소년수련원,유스호스텔,
3270,제주유스호스텔,유스호스텔,
3271,돌코롱,쇼핑,특산품
3272,베리제주,쇼핑,특산품
3273,뷰티풀제주,쇼핑,특산품
3274,삼다닷컴,쇼핑,특산품
3275,자연이야기,쇼핑,특산품
3276,제주민속식품,쇼핑,특산품
3277,(주)메이드인제주,쇼핑,특산품
3278,갈중이,쇼핑,특산품
3279,농업회사법인 나무와열매 주식회사,쇼핑,특산품
3280,다나한한복 앤 러블리베베,쇼핑,특산품
3281,마켓오름,쇼핑,특산품
3282,명품수산,쇼핑,특산품
3283,바당의물질,쇼핑,특산품
3284,사회복지법인 평화의마을,쇼핑,특산품
3285,야호농수산,쇼핑,특산품
3286,올레바다,쇼핑,특산품
3287,이제주숍,쇼핑,특산품
3288,인한복,쇼핑,특산품
3289,제이어스,쇼핑,특산품
3290,제일토산품,쇼핑,특산품
3291,제주소랑,쇼핑,특산품
3292,차귀도 오징어,쇼핑,특산품
3293,탐라동주,쇼핑,특산품
3294,한마음한라봉,쇼핑,특산품
3295,현승이네농장,쇼핑,특산품
3296,서귀포매일올레시장,쇼핑,전통시장
3297,제주동문시장(동문재래시장),쇼핑,전통시장
3298,제주시민속오일장(제주오일장),쇼핑,전통시장
3299,제주동문수산시장,쇼핑,전통시장
3300,서귀포향토오일시장,쇼핑,전통시장
3301,고성오일시장,쇼핑,전통시장
3302,대정오일시장(모슬포오일장),쇼핑,전통시장
3303,세화해녀민속오일시장,쇼핑,전통시장
3304,중문향토시장(중문 5일장),쇼핑,전통시장
3305,표선오일시장,쇼핑,전통시장
3306,곱은과일,쇼핑,전통시장
3307,모슬포중앙시장,쇼핑,전통시장
3308,보성시장,쇼핑,전통시장
3309,서문공설시장,쇼핑,전통시장
3310,한림매일시장,쇼핑,전통시장
3311,한림민속오일시장,쇼핑,전통시장
3312,함덕오일시장,쇼핑,전통시장
3313,벨롱장,쇼핑,상점·상가
3314,샘스제주캔들,쇼핑,상점·상가
3315,소심한책방,쇼핑,상점·상가
3316,여름문구사,쇼핑,상점·상가
3317,선물고팡,쇼핑,상점·상가
3318,산호상점,쇼핑,상점·상가
3319,B일상잡화점,쇼핑,상점·상가
3320,더아일랜더,쇼핑,상점·상가
3321,하나로마트 구좌농협 우도점,쇼핑,상점·상가
3322,공방:하루_반,쇼핑,상점·상가
3323,그꽃,쇼핑,상점·상가
3324,냠냠제주,쇼핑,상점·상가
3325,달리센트,쇼핑,상점·상가
3326,라이킷,쇼핑,상점·상가
3327,모이소,쇼핑,상점·상가
3328,우도아이,쇼핑,상점·상가
3329,제주칠성로상가,쇼핑,상점·상가
3330,카카오프렌즈 스토어@제주,쇼핑,상점·상가
3331,HAN 컬렉션,쇼핑,상점·상가
3332,게른,쇼핑,상점·상가
3333,곱은달사진관,쇼핑,상점·상가
3334,구름두리,쇼핑,상점·상가
3335,기영상회,쇼핑,상점·상가
3336,나틸다,쇼핑,상점·상가
3337,다시방프로젝트,쇼핑,상점·상가
3338,당근가게,쇼핑,상점·상가
3339,더솜라탄,쇼핑,상점·상가
3340,도예시선,쇼핑,상점·상가
3341,디자인에이비,쇼핑,상점·상가
3342,딜다책방,쇼핑,상점·상가
3343,라바북스,쇼핑,상점·상가
3344,라온명품관,쇼핑,상점·상가
3345,마야블루,쇼핑,상점·상가
3346,만춘서점,쇼핑,상점·상가
3347,몸냥공작소,쇼핑,상점·상가
3348,미앤제주,쇼핑,상점·상가
3349,미카의달콤한작업실,쇼핑,상점·상가
3350,바다보석,쇼핑,상점·상가
3351,바이올가 영어마을점,쇼핑,상점·상가
3352,바이제주,쇼핑,상점·상가
3353,보미다,쇼핑,상점·상가
3354,보통청춘기록실 청춘사진관,쇼핑,상점·상가
3355,북타임,쇼핑,상점·상가
3356,사슴책방,쇼핑,상점·상가
3357,서쪽가게,쇼핑,상점·상가
3358,선우스타일,쇼핑,상점·상가
3359,수목원테마공원(야시장길&LED공원),쇼핑,상점·상가
3360,수풀,쇼핑,상점·상가
3361,승희상회,쇼핑,상점·상가
3362,시티오브드림즈,쇼핑,상점·상가
3363,쓸모있는 생활잡화점,쇼핑,상점·상가
3364,아꼬화,쇼핑,상점·상가
3365,아름낭,쇼핑,상점·상가
3366,아워키친,쇼핑,상점·상가
3367,아코하루,쇼핑,상점·상가
3368,아트앤제주,쇼핑,상점·상가
3369,안나네꽃마을,쇼핑,상점·상가
3370,언제라도 북스&리틀갤러리,쇼핑,상점·상가
3371,얼리스프링플라워,쇼핑,상점·상가
3372,에브리바디빈티지,쇼핑,상점·상가
3373,연필가게,쇼핑,상점·상가
3374,옥수카페,쇼핑,상점·상가
3375,용연낚시,쇼핑,상점·상가
3376,우생당,쇼핑,상점·상가
3377,윌로우씨 제주캔들공방,쇼핑,상점·상가
3378,인연의숲,쇼핑,상점·상가
3379,제주i,쇼핑,상점·상가
3380,제주그림,쇼핑,상점·상가
3381,제주시농협농산물직거래센터,쇼핑,상점·상가
3382,제주중앙지하상가,쇼핑,상점·상가
3383,제주허니와인,쇼핑,상점·상가
3384,지소울,쇼핑,상점·상가
3385,책약방,쇼핑,상점·상가
3386,천진낭만,쇼핑,상점·상가
3387,캔북스,쇼핑,상점·상가
3388,큰손상회,쇼핑,상점·상가
3389,팰롱팰롱 빛나는,쇼핑,상점·상가
3390,펠롱잡화점,쇼핑,상점·상가
3391,풍년상회,쇼핑,상점·상가
3392,프레쉬모먼트,쇼핑,상점·상가
3393,피크닉메이트,쇼핑,상점·상가
3394,한라꽃방,쇼핑,상점·상가
3395,한복담,쇼핑,상점·상가
